OBJECTID,CASEID,mode_aspect,avg_elevation,avg_roughness,avg_slope,sidewalk_ratio
16848,1016015617,160,197.82,0.335,0.619,0.386
16849,1016015622,90,201.382,0.351,0.649,2.176
16850,1016015636,175,193.202,0.124,0.218,1.982
16851,1016015750,180,215.258,0.655,1.282,2.021
16852,1016015751,310,270.313,0.962,1.685,1.653
16853,1016015886,180,199.3,0.382,0.675,2.047
16854,1016016024,100,234.008,1.121,2.339,1.759
16855,1016016062,220,198.13,0.611,1.195,2.051
16856,1016016152,210,223.865,1.343,2.25,1.162
16857,1016016390,180,203.876,0.217,0.469,2.062
16858,1016016426,5,271.396,0.911,1.993,1.734
16859,1016016534,195,200.313,0.51,1.11,2.005
16860,1016016759,155,273.43,1.378,2.772,2.523
16861,1016016773,255,210.433,0.163,0.215,1.442
16862,1016016774,110,190.307,0.676,1.488,0.562
16863,1016016777,255,210.433,0.163,0.215,1.442
16864,1016016804,225,216.963,0.653,1.266,1.987
16865,1016016861,255,210.433,0.163,0.215,1.442
16866,1016016875,135,185.252,0.971,1.692,1.985
16867,1016016900,330,298.358,0.674,1.337,2.171
16868,1016016949,190,274.199,1.341,2.925,2.057
16869,1016016951,115,263.787,1.04,2.075,2.006
16870,1016016991,185,258.952,1.401,3.303,1.471
16871,1016017090,45,253.749,1.062,2.193,1.975
16872,1016017139,155,239.798,0.816,1.501,1.927
16873,1016017180,185,275.576,0.473,0.79,1.839
16874,1016017200,210,188.749,0.404,0.777,1.98
16875,1016017213,155,260.026,0.636,1.281,0.978
16876,1016017216,120,244.472,0.586,0.943,1.658
16877,1016017236,310,283.824,0.82,1.568,0.796
16878,1016017241,250,258.879,0.739,1.34,1.959
16879,1016017269,340,218.313,0.301,0.435,1.925
16880,1016017277,25,196.505,0.653,1.191,1.884
16881,1016017324,165,226.547,0.418,0.788,2.113
16882,1016017412,265,312.439,0.711,1.232,2.008
16883,1016017460,125,195.859,0.585,1.123,0.344
16884,1016017514,320,199.557,0.439,0.84,1.446
16885,1016017628,170,216.479,0.475,1.089,1.963
16886,1016017631,170,216.479,0.475,1.089,1.963
16887,1016017638,170,216.479,0.475,1.089,1.963
16888,1016017644,170,216.479,0.475,1.089,1.963
16889,1016017726,275,218.735,0.613,1.289,1.909
16890,1016017825,160,274.39,1.067,2.198,1.165
16891,1016017896,150,238.984,0.638,1.154,2.152
16892,1016017987,115,236.739,1.185,2.197,1.833
16893,1016017994,25,283.403,1.132,2.011,1.918
16894,1016018031,0,186.701,1.5,3.039,2.016
16895,1016018068,115,252.003,0.677,1.268,0.997
16896,1016018128,5,276.541,1.306,2.775,1.65
16897,1016018149,145,219.784,1.563,3.22,0.296
16898,1016018161,275,220.02,0.891,1.87,2.009
16899,1016018294,165,259.397,0.908,2.018,1.94
16900,1016018365,255,210.433,0.163,0.215,1.442
16901,1016018455,70,341.313,0.732,1.525,0.97
16902,1016018458,195,232.723,1.337,2.69,1.979
16903,1016018563,290,244.143,0.789,1.456,2.038
16904,1016018581,250,229.897,0.492,0.926,0.186
16905,1016018619,220,257.484,1.355,2.779,2.015
16906,1016018699,140,274.039,1.53,2.967,1.966
16907,1016018741,190,300.942,0.486,0.645,2.293
16908,1016018851,65,250.37,2.107,4.287,2.05
16909,1016018865,150,192.942,0.417,0.467,2.097
16910,1016018923,125,326.525,1.702,3.407,1.979
16911,1016018927,15,219.76,1.013,2.029,2.033
16912,1016018944,175,243.747,0.759,1.615,0.974
16913,1016018957,185,220.868,0.583,0.834,2.007
16914,1016018960,185,220.868,0.583,0.834,2.007
16915,1016018989,145,272.115,0.993,1.862,1.902
16916,1016019006,100,220.059,0.773,1.714,1.977
16917,1016019012,105,219.949,0.594,1.118,1.966
16918,1016019090,170,195.289,0.442,1.018,1.986
16919,1016019099,110,194.463,0.547,0.961,2.075
16920,1016019101,170,195.289,0.442,1.018,1.986
16921,1016019105,185,194.631,0.403,0.703,2.045
16922,1016019106,110,194.463,0.547,0.961,2.075
16923,1016019113,140,194.342,0.332,0.3,1.944
16924,1016019117,110,193.529,0.528,0.884,1.977
16925,1016019120,170,193.569,0.362,0.619,2.053
16926,1016019128,185,194.631,0.403,0.703,2.045
16927,1016019129,265,247.357,0.864,1.69,1.686
16928,1016019157,75,313.368,1.312,2.621,0.899
16929,1016019162,115,236.739,1.185,2.197,1.833
16930,1016019165,260,274.506,0.515,0.808,2.069
16931,1016019184,125,211.467,0.463,0.767,2.015
16932,1016019232,90,229.587,0.399,0.831,2.138
16933,1016019251,160,284.236,0.788,1.415,1.71
16934,1016019389,115,236.739,1.185,2.197,1.833
16935,1016019414,125,295.641,0.508,0.891,1.956
16936,1016019519,130,200.902,0.652,1.184,2.037
16937,1016019544,240,351.599,0.429,0.723,0.756
16938,1016019626,295,262.047,0.761,1.4,1.995
16939,1016019639,265,247.357,0.864,1.69,1.686
16940,1016019653,150,301.114,1.385,2.684,1.633
16941,1016019677,205,242.505,0.593,1.072,2.006
16942,1016019723,70,341.313,0.732,1.525,0.97
16943,1016019725,80,351.035,0.997,2.175,1.434
16944,1016019802,30,211.171,0.777,1.641,2.068
16945,1016019830,240,351.599,0.429,0.723,0.756
16946,1016019872,155,283.673,1.229,2.367,1.012
16947,1016019878,60,222.987,0.782,1.501,2.024
16948,1016019881,355,224.891,0.599,1.044,2.046
16949,1016019926,75,223.09,0.922,1.8,2.063
16950,1016019939,205,242.671,0.686,1.267,1.715
16950,1016019939,320,243.667,0.597,1.159,1.183
16951,1016019942,180,248.317,1.074,1.98,1.909
16952,1016019999,135,301.399,0.79,1.593,1.828
16953,1016020013,200,313.454,1.099,2.007,1.993
16954,1016020017,190,194.528,0.694,1.428,2.01
16955,1016020053,150,241.063,0.702,1.386,1.978
16956,1016020085,120,188.755,0.516,0.934,1.884
16957,1016020097,195,200.78,0.385,0.626,2.052
16958,1016020177,115,236.739,1.185,2.197,1.833
16959,1016020181,190,308.61,0.601,1.234,1.921
16960,1016020241,220,220.565,0.8,1.427,2.02
16961,1016020310,150,241.063,0.702,1.386,1.978
16962,1016020351,115,236.739,1.185,2.197,1.833
16963,1016020392,150,241.063,0.702,1.386,1.978
16964,1016020397,300,268.495,1.064,1.883,1.966
16965,1016020467,180,260.667,0.626,1.206,2.01
16966,1016020520,145,356.182,2.485,4.966,2.264
16967,1016020840,195,298.026,1.215,2.472,1.065
16968,1016020875,115,236.739,1.185,2.197,1.833
16969,1016020884,65,198.841,0.274,0.241,2.013
16970,1016020902,125,277.67,1.054,2.163,1.406
16971,1016020907,245,276.986,0.332,0.658,1.205
16972,1016020977,110,225.417,0.88,1.263,2.179
16973,1016021074,120,307.946,3.2,5.999,0.983
16974,1016021086,125,200.222,0.487,0.883,1.408
16975,1016021110,25,175.509,0.984,1.956,0.517
16976,1016021159,115,244.1,0.558,1.122,1.892
16977,1016021268,120,211.976,0.242,0.441,1.913
16978,1016021275,205,245.412,0.685,1.213,2.455
16979,1016021288,205,226.408,1.098,2.096,0.697
16980,1016021313,30,286.701,1.645,3.332,2.118
16981,1016021427,165,259.397,0.908,2.018,1.94
16982,1016021428,130,264.722,0.832,1.505,1.761
16983,1016021437,185,275.576,0.473,0.79,1.839
16984,1016021512,210,200.607,0.617,1.231,2.119
16985,1016021603,195,298.026,1.215,2.472,1.065
16986,1016021639,220,194.117,0.46,0.671,0.256
16986,1016021639,140,195.63,0.395,0.314,0.007
16987,1016021686,125,191.015,0.688,1.417,1.013
16988,1016021765,145,200.801,0.225,0.318,1.956
16989,1016021872,195,214.282,0.854,1.555,1.924
16990,1016021914,150,192.942,0.417,0.467,2.097
16991,1016021966,235,198.789,0.224,0.346,1.979
16992,1016022013,55,225.92,0.649,1.326,2.145
16993,1016022014,280,292.868,0.785,1.793,0.187
16994,1016022019,65,213.562,0.489,0.87,2.066
16995,1016022023,310,229.057,0.627,1.131,1.66
16996,1016022029,230,271.885,0.696,1.357,1.418
16997,1016022079,240,351.599,0.429,0.723,0.756
16998,1016022087,105,200.757,0.757,1.403,1.658
16999,1016022094,325,292.02,0.928,1.938,1.254
17000,1016022136,160,356.645,0.534,1.084,1.714
17001,1016022152,330,283.573,1.564,3.245,0.367
17002,1016022208,240,240.811,0.816,1.7,0.214
17003,1016022210,325,302.289,0.824,1.585,2.061
17004,1016022234,175,244.968,0.445,0.734,2.028
17005,1016022262,185,211.274,1.57,3.6,2.028
17006,1016022263,35,221.42,0.748,1.428,1.923
17007,1016022312,170,180.731,0.662,1.468,2.094
17008,1016022454,160,175.657,0.29,0.451,1.994
17009,1016022455,225,255.499,1.435,2.851,1.94
17010,1016022460,185,210.224,0.369,0.571,2.269
17011,1016022491,180,208.018,0.421,0.664,1.992
17012,1016022500,40,245.175,0.345,0.663,1.024
17013,1016022503,175,241.378,0.805,1.7,2.014
17014,1016022583,220,197.677,0.499,0.915,1.812
17015,1016022589,190,208.024,0.549,0.861,2.066
17016,1016022645,250,198.373,0.301,0.465,2.152
17017,1016022653,185,199.277,0.473,0.85,1.762
17018,1016022780,125,295.641,0.508,0.891,1.956
17019,1016022784,135,292.511,0.467,0.571,2.016
17020,1016022895,205,158.021,0.957,1.85,0
17021,1016022896,160,240.848,0.603,1.201,1.99
17022,1016022943,330,283.573,1.564,3.245,0.367
17023,1016022952,25,264.932,1.212,2.559,2.173
17024,1016023026,25,264.932,1.212,2.559,2.173
17025,1016023028,175,192.784,0.466,0.908,2.026
17026,1016023042,70,199.555,0.286,0.561,1.96
17027,1016023055,130,220.649,0.482,0.885,1.984
17028,1016023073,135,187.671,0.249,0.483,2.009
17029,1016023081,280,292.868,0.785,1.793,0.187
17030,1016023082,210,200.965,0.791,1.598,2.08
17031,1016023083,205,242.505,0.593,1.072,2.006
17032,1016023111,75,313.368,1.312,2.621,0.899
17033,1016023189,155,251.631,0.791,1.469,1.097
17034,1016023202,180,233.572,0.774,1.352,2.037
17035,1016023285,245,206.769,0.577,1.185,1.876
17036,1016023342,205,180.402,0.73,1.277,0.988
17037,1016023345,150,178.288,0.414,0.665,0.919
17038,1016023372,75,207.499,0.642,1.321,1.549
17039,1016023408,310,254.527,0.971,1.655,2.058
17040,1016023440,75,313.368,1.312,2.621,0.899
17041,1016023451,175,217.842,1.412,3.153,0.303
17042,1016023456,35,221.214,0.534,1.026,2.051
17043,1016023472,75,313.368,1.312,2.621,0.899
17044,1016023511,120,317.004,1.754,3.299,0.892
17045,1016023520,170,181.161,0.919,1.845,2.013
17046,1016023521,250,220.576,0.493,0.989,1.816
17047,1016023585,170,204.881,0.615,1.392,2.043
17048,1016023597,140,258.612,0.861,1.779,1.783
17049,1016023684,50,238.049,0.858,1.409,2.043
17050,1016023687,180,199.927,0.539,1.196,2.005
17051,1016023692,165,284.996,0.921,1.94,1.03
17052,1016023693,170,195.289,0.442,1.018,1.986
17053,1016023723,155,193.918,0.539,0.989,2.168
17054,1016023728,310,193.059,0.723,1.352,0
17055,1016023741,25,284.188,1.151,2.387,1.293
17056,1016023759,210,220.748,0.723,1.422,2.055
17057,1016023830,50,325.853,0.954,1.939,0.843
17058,1016023834,170,211.392,0.435,0.795,1.961
17059,1016023888,170,298.901,1.14,2.527,1.692
17060,1016023929,200,254.543,0.623,0.747,2.084
17061,1016023996,265,312.439,0.711,1.232,2.008
17062,1016024034,160,218.989,1.008,1.941,2.02
17063,1016024051,25,283.403,1.132,2.011,1.918
17064,1016024067,195,229.776,0.394,0.498,2.054
17065,1016024126,25,264.932,1.212,2.559,2.173
17066,1016024158,170,188.386,0.387,0.627,2.047
17067,1016024235,155,280.177,1.158,2.431,2.022
17068,1016024298,175,211.759,1.053,2.225,2.029
17069,1016024307,135,185.32,0.492,0.983,2.028
17070,1016024332,275,189.54,0.443,0.905,1.725
17071,1016024335,100,242.305,0.685,1.22,1.876
17072,1016024338,80,226.156,0.591,1.111,1.597
17073,1016024341,100,194.828,0.225,0.348,1.996
17074,1016024364,100,242.305,0.685,1.22,1.876
17075,1016024387,220,273.432,0.439,0.886,1.344
17076,1016024422,170,188.386,0.387,0.627,2.047
17077,1016024433,10,232.856,1.439,3.191,2.09
17078,1016024436,200,200.04,0.454,0.811,1.843
17079,1016024463,295,242.491,0.633,1.07,2.015
17080,1016024491,175,272.744,1.293,2.595,1.357
17081,1016024500,220,270.713,1.526,3.023,2.096
17082,1016024514,135,222.228,0.432,0.673,1.979
17083,1016024612,15,209.612,0.74,1.381,2.114
17084,1016024649,310,213.215,0.35,0.707,1.313
17085,1016024654,100,194.357,0.367,0.617,2.119
17086,1016024683,285,213.856,0.626,1.258,2.086
17087,1016024759,275,325.135,1.313,3.055,2.014
17088,1016024775,190,205.88,0.57,1.181,2.035
17089,1016024782,160,274.39,1.067,2.198,1.165
17090,1016024790,90,266.546,1.372,2.864,1.955
17091,1016024803,170,290.923,0.918,1.812,0.957
17092,1016024814,80,237.254,0.701,1.431,2.018
17093,1016024827,195,189.519,0.284,0.593,2.028
17094,1016024833,295,216.883,0.861,1.296,2.053
17095,1016024834,60,229.612,0.46,0.616,2.012
17096,1016024880,125,188.764,0.256,0.455,2.056
17097,1016024889,260,205.704,0.208,0.382,2.018
17098,1016024911,310,247.238,0.494,0.889,0.953
17099,1016024939,325,326.373,1.11,1.954,2.054
17100,1016024979,100,235.055,1.043,2.257,1.888
17101,1016024982,85,287.753,1.056,2.018,2.075
17102,1016024997,70,287.309,1.104,2.259,1.164
17103,1016025006,125,206.088,2.271,4.457,0.264
17104,1016025034,85,221.821,0.537,0.814,1.73
17105,1016025036,175,203.193,0.406,0.59,2.04
17106,1016025039,255,188.172,0.208,0.443,1.965
17107,1016025049,165,207.72,0.596,0.865,2.086
17108,1016025055,150,198.747,0.333,0.567,2.202
17109,1016025068,85,195.199,1.062,1.882,1.972
17110,1016025102,145,300.085,0.744,1.424,1.582
17111,1016025107,195,248.549,0.618,1.223,1.587
17112,1016025115,185,226.664,0.672,1.378,1.931
17113,1016025118,80,226.637,0.85,1.755,2.008
17114,1016025126,160,242.026,0.994,2.102,1.915
17115,1016025130,60,222.987,0.782,1.501,2.024
17116,1016025133,210,312.334,0.844,1.637,0.967
17117,1016025144,50,188.752,0.216,0.393,0
17118,1016025163,180,190.316,0.225,0.397,1.726
17119,1016025177,100,200.515,0.322,0.601,0.952
17120,1016025185,110,225.417,0.88,1.263,2.179
17121,1016025188,270,269.414,0.93,2.001,1.984
17122,1016025192,165,230.54,0.862,1.948,1.77
17123,1016025200,60,228.487,0.757,1.113,2.024
17124,1016025204,185,236.373,0.798,1.677,2.073
17125,1016025238,170,298.901,1.14,2.527,1.692
17126,1016025244,130,227.602,0.396,0.769,2.035
17127,1016025245,135,185.32,0.492,0.983,2.028
17128,1016025277,145,288.27,0.867,1.711,0.968
17129,1016025279,245,292.02,0.479,0.99,1.989
17130,1016025282,100,199.202,0.585,1.216,1.15
17131,1016025324,80,207.523,0.593,1.043,1.982
17132,1016025352,300,228.287,0.425,0.744,1.015
17133,1016025357,30,276.142,1.009,1.792,2.004
17134,1016025420,100,199.202,0.585,1.216,1.15
17135,1016025446,240,217.879,0.537,1.11,2.128
17136,1016025448,220,243.754,1.45,2.948,2.41
17137,1016025497,135,275.96,1.244,2.348,0.954
17138,1016025501,280,170.702,0.678,1.072,2.027
17139,1016025509,95,214.94,0.469,0.903,1.954
17140,1016025518,165,264.602,0.675,1.066,2.03
17141,1016025535,25,227.186,0.283,0.418,1.059
17142,1016025541,170,224.798,0.327,0.61,0.334
17143,1016025548,10,249.99,1.133,2.553,0.189
17144,1016025556,150,283.446,1.296,2.474,2.063
17145,1016025591,80,205.281,0.653,1.392,2.011
17146,1016025599,145,308.287,1.555,3.035,1.93
17147,1016025622,340,216.255,0.652,1,1.217
17148,1016025647,190,274.199,1.341,2.925,2.057
17149,1016025668,125,238.721,0.399,0.729,1.963
17150,1016025671,170,295.37,1.009,2.225,1.34
17151,1016025693,50,220.539,2.72,5.298,0.675
17152,1016025694,60,233.272,1.088,2.216,1.934
17153,1016025821,150,191.083,0.383,0.534,1.981
17154,1016025848,170,218.477,0.412,0.911,1.956
17155,1016025870,130,198.116,0.448,0.766,2.242
17156,1016025942,150,228.617,0.365,0.695,0.678
17157,1016025981,145,353.765,0.682,1.236,1.994
17158,1016025984,5,303.649,0.669,1.46,1.823
17159,1016026000,145,241.955,0.55,1.009,2.068
17160,1016026004,120,240.447,0.595,1.199,2.15
17161,1016026009,235,238.699,0.807,1.597,2.067
17162,1016026036,180,215.551,0.77,1.698,2.074
17163,1016026041,185,215.755,0.594,1.17,1.976
17164,1016026047,170,180.561,0.659,1.383,0.993
17165,1016026052,125,227.641,0.422,0.795,1.124
17166,1016026063,265,247.357,0.864,1.69,1.686
17167,1016026097,270,213.936,0.663,1.098,1.959
17168,1016026176,135,222.228,0.432,0.673,1.979
17169,1016026197,100,199.202,0.585,1.216,1.15
17170,1016026245,65,264.008,0.89,1.799,1.85
17171,1016026254,100,233.999,1.041,2.215,1.869
17172,1016026263,125,188.764,0.256,0.455,2.056
17173,1016026274,65,250.37,2.107,4.287,2.05
17174,1016026275,75,313.368,1.312,2.621,0.899
17175,1016026308,75,233.767,0.954,1.953,2.04
17176,1016026342,155,245.683,1.438,2.991,1.987
17177,1016026353,135,204.432,0.475,0.792,2.089
17178,1016026371,20,209.504,0.601,1.09,2.124
17179,1016026400,180,197.008,0.401,0.794,1.949
17180,1016026405,180,221.625,0.282,0.604,1.987
17181,1016026537,310,213.215,0.35,0.707,1.313
17182,1016026563,205,199.371,0.387,0.714,1.804
17183,1016026605,15,232.304,1.356,2.684,2.164
17184,1016026648,160,210.163,0.461,0.756,2.041
17185,1016026667,240,351.599,0.429,0.723,0.756
17186,1016026680,190,198.152,0.269,0.379,1.009
17187,1016026688,105,240.172,0.493,0.961,1.884
17188,1016026700,215,324.394,1.837,3.47,2.006
17189,1016026707,110,207.369,1.389,2.873,1.736
17190,1016026736,290,279.647,0.625,0.956,1.958
17191,1016026747,140,195.339,0.43,0.806,2.263
17192,1016026778,220,224.79,0.496,0.848,2.048
17193,1016026791,145,250.296,0.857,1.783,2.005
17194,1016026797,270,303.776,0.363,0.777,1.913
17195,1016026800,290,279.647,0.625,0.956,1.958
17196,1016026802,195,232.723,1.337,2.69,1.979
17197,1016026803,360,276.587,1.841,3.808,1.18
17198,1016026812,155,260.026,0.636,1.281,0.978
17199,1016026817,120,307.946,3.2,5.999,0.983
17200,1016026834,10,267.496,1.454,3.028,2.031
17201,1016026837,140,266.23,0.783,1.433,0.838
17202,1016026840,225,193.315,0.685,1.481,1.921
17203,1016026850,85,304.187,0.738,1.62,2.013
17204,1016026854,285,286.287,0.561,1.184,1.197
17205,1016026890,165,288.942,0.684,1.39,1.867
17206,1016026906,30,266.35,0.787,1.653,1.927
17207,1016026968,245,292.581,0.535,0.955,1.083
17208,1016026994,180,197.67,0.697,1.478,2.207
17209,1016027000,235,198.789,0.224,0.346,1.979
17210,1016027007,25,284.188,1.151,2.387,1.293
17211,1016027017,25,283.403,1.132,2.011,1.918
17212,1016027023,200,313.454,1.099,2.007,1.993
17213,1016027035,170,301.604,0.924,1.765,1.952
17214,1016027040,340,218.313,0.301,0.435,1.925
17215,1016027043,190,221.88,0.905,1.725,2.033
17216,1016027053,130,276.792,1.299,2.067,1.637
17217,1016027057,95,211.162,0.462,0.805,2.076
17218,1016027061,50,228.6,0.775,1.548,1.978
17219,1016027079,140,198.387,0.488,0.528,1.667
17220,1016027104,100,184.483,0.312,0.692,1.969
17221,1016027184,70,263.65,1.617,3.731,1.837
17222,1016027244,145,301.896,1.092,2.083,1.915
17223,1016027303,175,281.384,0.821,1.712,0.736
17224,1016027413,170,298.901,1.14,2.527,1.692
17225,1016027558,80,238.523,0.862,1.904,1.902
17226,1016027564,135,235.359,0.783,1.459,1.823
17227,1016027580,135,267.439,0.861,1.778,1.649
17228,1016027581,220,245.764,0.604,0.889,1.951
17229,1016027613,175,243.438,1.301,3.003,2.056
17230,1016027667,345,263.019,1.053,2.152,2.05
17231,1016027722,205,281.829,1.04,1.81,1.974
17232,1016027776,345,308.512,0.832,1.632,1.995
17233,1016027822,215,200.327,0.538,0.857,1.993
17234,1016027825,215,200.327,0.538,0.857,1.993
17235,1016027842,30,302.4,0.844,1.64,1.713
17236,1016027906,170,298.901,1.14,2.527,1.692
17237,1016027914,265,207.694,0.434,0.891,1.917
17238,1016027951,210,220.113,1.07,1.533,2.03
17239,1016028099,95,262.357,1.087,2.193,2.006
17240,1016028185,110,191.294,0.347,0.613,1.992
17241,1016028248,30,276.142,1.009,1.792,2.004
17242,1016028258,330,298.358,0.674,1.337,2.171
17243,1016028279,105,226.682,0.691,1.412,1.842
17244,1016028350,75,286.444,0.909,1.945,0.983
17245,1016028353,150,270.786,0.618,1.049,1.697
17246,1016028408,155,185.994,0.48,0.943,2.022
17247,1016028445,105,268.284,0.858,1.204,2.096
17248,1016028573,80,198.78,0.82,1.726,2.014
17249,1016028773,100,242.305,0.685,1.22,1.876
17250,1016028824,160,211.105,0.509,0.989,2.008
17251,1016028846,215,247.863,0.769,1.259,1.61
17252,1016028878,135,292.511,0.467,0.571,2.016
17253,1016028909,345,303.474,0.662,1.203,1.399
17254,1016028916,75,231.956,0.74,1.512,1.994
17255,1016028932,180,199.3,0.382,0.675,2.047
17256,1016028988,130,223.922,0.609,1.216,2.036
17257,1016028998,175,202.182,0.305,0.546,2.063
17258,1016029003,30,276.142,1.009,1.792,2.004
17259,1016029030,180,217.665,0.505,0.825,2.028
17259,1016029030,180,217.665,0.505,0.825,2.028
17260,1016029059,5,271.396,0.911,1.993,1.734
17261,1016029100,275,190.597,0.803,1.64,1.858
17262,1016029114,160,174.744,0.631,1.259,2.034
17263,1016029121,65,195.803,1.31,2.631,2.111
17264,1016029131,210,312.334,0.844,1.637,0.967
17265,1016029146,165,227.437,0.341,0.714,2.564
17266,1016029171,195,189.519,0.284,0.593,2.028
17267,1016029177,145,197.107,0.495,0.767,2.01
17268,1016029226,75,200.797,0.592,1.046,2.119
17269,1016029240,315,202.661,0.39,0.674,2.004
17270,1016029268,145,248.805,0.892,1.892,1.722
17271,1016029384,130,291.942,0.631,1.274,2.04
17272,1016029502,95,188.128,0.451,0.983,2.057
17273,1016029512,300,268.495,1.064,1.883,1.966
17274,1016029532,220,245.764,0.604,0.889,1.951
17275,1016029577,145,201.408,0.775,1.382,1.997
17276,1016029584,175,299.091,0.959,2.146,1.871
17277,1016029779,135,243.546,1.182,2.386,2.042
17278,1016029873,255,312.858,1.289,2.84,1.066
17279,1016029898,120,295.618,1.092,2.2,0.966
17280,1016029899,40,255.976,2.11,4.123,1.025
