"SwProjectID","ProjectCategory","CouncilDistrict","ProjectStreet","FromStreet","ToStreet","SideOfStreet","EstTotalCost","FiscalYear","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","PercentComplete","ProjectType","ProjectManager","Contact","ProjectLength","SidewalkInstalledFeet","ProjectStatus","ProjectLimits","Shape_Length","ActStart","ActFinish","ActDuration"
"3147","IMP","1","Mccullough Ave","E Huisache Ave","E Magnolia Ave","Both Sides",21501.73,2023,2023-05-01,2023-06-30,2023-06-12,2023-06-29,100,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",305.08,305.08,"Construction","Mccullough Ave - Both Sides ( E Huisache Ave To E Magnolia Ave )",305.080192631599,2023-06-12,2023-06-29,17
"3160","IMP","4","Aldrich Dr","Parallel Dr","Springvale Dr","Both Sides",261079.16,2023,2022-12-07,2023-01-30,2022-12-07,2023-02-10,100,"Sidewalks","Justin Gawlik","Keith Schoonmaker: 210-303-4800",3307.94,3307.94,"None Existing","Aldrich Dr - Both Sides ( Parallel Dr To Springvale Dr )",3307.94121368561,2022-12-07,2023-02-10,65
"3161","IMP","4","Clifton Dr","Aldrich Dr","Carousel","Both Sides",101381.26,2023,2023-03-15,2023-04-28,2023-03-15,2023-05-13,100,"Sidewalks","Karlo Jajliardo","Keith Schoonmaker: 210-303-4800",1103.89,1103.89,"Completed","Clifton Dr - Both Sides ( Aldrich Dr To Carousel )",1103.88507656951,2023-03-15,2023-05-13,59
"3162","IMP","4","Brookshire","Parallel Dr","Cul-De-Sac","Both Sides",9618.59,2023,2023-03-15,2023-04-08,2023-03-15,2023-05-12,100,"Sidewalks","Karlo Jajliardo","Keith Schoonmaker: 210-303-4800",121.87,121.87,"Completed","Brookshire - Both Sides ( Parallel Dr To Cul-De-Sac )",495.724555020464,2023-03-15,2023-05-12,58
"3163","IMP","4","Bunting","Clifton Dr","Cul-De-Sac","Both Sides",95317.72,2023,2023-03-20,2023-05-31,2023-03-20,2023-05-12,100,"Sidewalks","Karlo Jajliardo","Keith Schoonmaker: 210-303-4800",1207.7,1207.7,"Completed","Bunting - Both Sides ( Clifton Dr To Cul-De-Sac )",1207.69911410942,2023-03-20,2023-05-12,53
"3164","IMP","4","Burdick","Springvale Dr","Cul-De-Sac","Both Sides",50448.07,2023,2023-03-20,2023-04-28,2023-03-20,2023-04-12,100,"Sidewalks","Karlo Jajliardo","Keith Schoonmaker: 210-303-4800",639.19,639.19,"Completed","Burdick - Both Sides ( Springvale Dr To Cul-De-Sac )",639.185937561364,2023-03-20,2023-04-12,23
"3166","IMP","4","Carousel","Parallel Dr","Springvale Dr","Both Sides",273427.77,2023,2023-01-23,2023-03-29,2023-01-25,2023-04-12,100,"Sidewalks","Karlo Jajliardo","Keith Schoonmaker: 210-303-4800",3464.4,3464.4,"Completed","Carousel - Both Sides ( Parallel Dr To Springvale Dr )",3464.40302870158,2023-01-25,2023-04-12,77
"3170","IMP","7","E Cheryl Dr","Sutton","Bandera Rd","One Side",215161.5,2023,2023-08-07,2023-09-29,2023-03-20,2023-05-12,100,"Sidewalks","Justin Gawlik","Keith Schoonmaker: 210-303-4800",3655.32,3887.29,"Construction","E Cheryl Dr - East Side ( Sutton To Bandera Rd )",3898.58012663598,2023-03-20,2023-05-12,53
"3211","IMP","4","Galaxy Dr","Kilkenny","Springvale Dr","One Side",104181,2023,2023-06-24,2023-08-04,2023-05-25,2023-08-01,100,"Sidewalks","Ali Gharibi","Keith Schoonmaker: 210-303-4800",1223.54,1320,"Completed","Galaxy Dr - North Side ( Kilkenny To Springvale Dr )",1223.54313080246,2023-05-25,2023-08-01,68
"3229","SW Repair","1","Future Dr","Wonder Pkwy","Dead End","Both Sides",123302.09,2023,NA,NA,NA,NA,NA,NA,NA,NA,1769.04,447,"Completed","Future Dr - Both Sides ( Wonder Pkwy To Dead End )",1769.03790662315,NA,NA,NA
"3230","SW Repair","1","Cherry Ridge Dr","Nw Loop 410 Access Rd","Vance Jackson","Both Sides",254364.57,2023,NA,NA,NA,NA,NA,NA,NA,NA,3649.42,676,"Completed","Cherry Ridge Dr - Both Sides ( Nw Loop 410 Access Rd To Vance Jackson )",3649.41595361784,NA,NA,NA
"3232","SW Repair","3","Boswell St","W Pyron Ave","Kendalia Ave","Both Sides",109794.23,2023,NA,NA,NA,NA,NA,NA,NA,NA,1575.24,29,"Completed","Boswell St - Both Sides ( W Pyron Ave To Kendalia Ave )",1575.24270531413,NA,NA,NA
"3235","IMP","10","N New Braunfels Ave","Claywell Rd","Primrose Place","One Side",232051.05,2023,2023-07-01,2023-10-20,2023-08-07,2023-09-29,100,"Sidewalks","Amir Bahreini","Erick Wildestorm: 210-461-1540",1861.93,1861.93,"Construction","N New Braunfels Ave - West Side ( Claywell Rd To Primrose Place )",1988.7382092652,2023-08-07,2023-09-29,53
"3242","SW Repair","4","Caney Crk","Plum Crk","Mossy Crk","Both Sides",196234.08,2023,NA,NA,NA,NA,NA,NA,NA,NA,2815.41,954,"Completed","Caney Crk - Both Sides ( Plum Crk To Mossy Crk )",2851.47788385903,NA,NA,NA
"3243","IMP","7","Southwick","Marshwood","Fairhill","One Side",53000,2023,2023-09-01,2023-10-25,2023-09-01,2023-10-31,100,"Sidewalks","emanuel","Keith Schoonmaker: 210-303-4800",2097.56,2097.56,"Construction","Southwick - North Side Gap Fill ( Marshwood To Fairhill )",2097.56106897009,2023-09-01,2023-10-31,60
"3269","IMP","1","W Euclid Ave","N Flores St","Jackson St","Both Sides",118646.5,2023,2023-07-10,2023-09-30,2023-07-10,2023-08-15,100,"Sidewalks","Luis Ocura","Erick Wildestorm: 210-461-1540",1826.26,209,"Completed","W Euclid Ave - Both Sides ( N Flores St To Jackson St )",1826.25655036218,2023-07-10,2023-08-15,36
"3428","IMP","1","Mission St","Stieren","Eagleland Dr","Both Sides",240347.9,2023,2024-02-19,2024-03-15,2024-02-20,2024-03-15,98,"Sidewalks","Karlo Jajliardo","Erick Wildestorm: 210-461-1540",2442.56,2442.56,"Punchlists","Mission St - Both Sides ( Stieren To Eagleland Dr )",2442.56056267556,2024-02-20,2024-03-15,24
"3544","IMP","9","Churchill Estates Blvd","Blanco Rd","Sir Barton","One Side",117312.69,2023,2024-07-01,2024-09-30,NA,NA,NA,"Sidewalks","Kevin Guerrero","Erick Wildestorm: 210-461-1540",1440.48,1440.48,NA,"Churchill Estates Blvd - West Side ( Blanco Rd To Sir Barton )",1441.32912869879,NA,NA,NA
"73","IMP","1","W Hollywood Ave","Wood Crossing","Brad","Both Sides",74800,2022,2023-02-06,2023-03-20,2023-02-06,2023-03-27,100,"Sidewalks","Luis Ocura","0",940,NA,"Construction","W Hollywood Ave - Both Sides ( Wood Crossing To Brad )",887.429228396378,2023-02-06,2023-03-27,49
"130","IMP","2","Fairfax","S Hackberry St","S Mesquite St","Both Sides",26681.84,2022,2022-08-01,2022-09-05,2022-08-15,2022-09-16,100,"Sidewalks","Luis Ocura","0",1040,NA,"None Existing","Fairfax - Both Sides ( S Hackberry St To S Mesquite St )",846.40336530652,2022-08-15,2022-09-16,32
"160","IMP","9","WEST AVE","PATRICIA DR","PINETUM DR","One Side",33001.2,2022,2022-08-01,2022-09-30,2022-08-01,2022-09-20,100,"Sidewalks","Oziegbe Oyameda","0",270.54,NA,"Existing/None Existing","WEST AVE - West Side ( PATRICIA DR To PINETUM DR )",288.623905549053,2022-08-01,2022-09-20,50
"188","IMP","5","Vanley","Culebra Rd","Admiral Dr","Both Sides",115310.32,2022,2022-03-07,2022-05-13,2022-03-07,2022-03-30,100,"Sidewalks","Maitham Humoud","0",1182.67,NA,"Existing/None Existing","Vanley - Both Sides ( Culebra Rd To Admiral Dr )",1231.44181139276,2022-03-07,2022-03-30,23
"202","IMP","3","Offer","E Southcross Blvd","Lyric Ave","One Side",32539.36,2022,2022-10-31,2022-11-30,2022-11-01,2022-11-23,100,"Sidewalks","Karlo Jajliardo","0",478.52,NA,"None Existing","Offer - North Side ( E Southcross Blvd To Lyric Ave )",471.678194398945,2022-11-01,2022-11-23,22
"218","IMP","6","Westedge Dr","Cloverfield Ln","Marbach Rd","Both Sides",38872.88,2022,2022-07-25,2022-08-27,2022-07-18,2022-08-08,100,"Sidewalks","Oziegbe Oyameda","0",571.66,NA,"None Existing","Westedge Dr - Both Sides ( Cloverfield Ln To Marbach Rd )",691.768042084297,2022-07-18,2022-08-08,21
"236","IMP","5","Clinton St","W Southcross Blvd","Wagner Ave","Both Sides",99079.4,2022,2022-06-15,2022-07-29,2022-06-17,2022-08-22,100,"Sidewalks","Maitham Humoud","0",1457.05,NA,"None Existing","Clinton St - Both Sides ( W Southcross Blvd To Wagner Ave )",1488.56065614764,2022-06-17,2022-08-22,66
"244","IMP","5","W Harlan Ave","Somerset Rd","S Zarzamora","Both Sides",99273.88,2022,2022-04-11,2022-06-17,2022-04-11,2022-05-24,100,"Sidewalks","Maitham Humoud","0",1459.91,NA,"None Existing","W Harlan Ave - Both Sides ( Somerset Rd To S Zarzamora )",1472.76896660196,2022-04-11,2022-05-24,43
"314","IMP","7","W Ashby Place","Bandera Rd","Emory","Both Sides",226567.84,2022,2021-12-13,2022-06-29,2022-01-03,2022-04-19,100,"Sidewalks","Maitham Humoud","0",3331.88,NA,"Existing/None Existing","W Ashby Place - Both Sides ( Bandera Rd To Emory )",3009.77906654697,2022-01-03,2022-04-19,106
"503","IMP","10","Brees Blvd","Emporia Blvd","Chevy Chase Dr","One Side",158100,2022,2022-03-21,2022-09-30,2022-03-21,2022-05-02,100,"Sidewalks","Oziegbe Oyameda","0",2325,NA,"None Existing","Brees Blvd - North Side ( Emporia Blvd To Chevy Chase Dr )",2384.50576208327,2022-03-21,2022-05-02,42
"511","IMP","1","Rancho Blanco Blvd","Capitol","Grant Ave","Both Sides",112508.04,2022,2022-08-29,2022-10-21,2022-08-29,2022-09-30,100,"Sidewalks","Luis Ocura","0",1654.53,NA,"None Existing","Rancho Blanco Blvd - Both Sides ( Capitol To Grant Ave )",1625.94701647611,2022-08-29,2022-09-30,32
"512","IMP","2","Ash","Bee St","E Carson","Both Sides",102552.84,2022,2022-06-06,2022-08-31,2022-06-08,2022-06-10,100,"Sidewalks","Luis Ocura","0",1508.13,NA,"None Existing","Ash - Both Sides ( Bee St To E Carson )",1439.01924004967,2022-06-08,2022-06-10,2
"517","IMP","3","S Palmetto","Haggin St","Topeka Blvd","Both Sides",73461.08,2022,2022-10-03,2022-11-18,2022-10-10,2022-11-03,100,"Sidewalks","Karlo Jajliardo","0",1080.31,NA,"Existing/None Existing","S Palmetto - Both Sides ( Haggin St To Topeka Blvd )",1087.22499184061,2022-10-10,2022-11-03,24
"524","IMP","10","Wenzel Rd","Eagle Run","Toepperwein Rd","One Side",127359.38,2022,2022-08-21,2022-09-29,2022-08-11,2022-09-26,100,"Sidewalks","Oziegbe Oyameda","0",1306.25,NA,"None Existing","Wenzel Rd - South Side ( Eagle Run To Toepperwein Rd )",1299.10952391702,2022-08-11,2022-09-26,46
"527","IMP","7","Faith Dr","Benrus","Lura Ln","Both Sides",189603.04,2022,2022-05-02,2022-12-21,2022-05-02,2022-08-28,100,"Sidewalks","Maitham Humoud","0",2788.28,NA,"None Existing","Faith Dr - Both Sides ( Benrus To Lura Ln )",2837.2285677103,2022-05-02,2022-08-28,118
"529","IMP","7","Bangor St","Hillcrest Dr","Maiden Ln","One Side",78109.56,2022,2022-07-25,2022-09-12,2022-07-22,2022-08-30,100,"Sidewalks","Maitham Humoud","0",1148.67,NA,"None Existing","Bangor St - South Side ( Hillcrest Dr To Maiden Ln )",1163.51634385367,2022-07-22,2022-08-30,39
"532","IMP","6","Park Grove","Brownleaf Dr","N Park Bend","Both Sides",112434.6,2022,2022-02-28,2022-09-30,2022-02-28,2022-04-22,100,"Sidewalks","Oziegbe Oyameda","0",1653.45,NA,"None Existing","Park Grove - Both Sides ( Brownleaf Dr To N Park Bend )",1661.85793958129,2022-02-28,2022-04-22,53
"538","IMP","3","S Walters St","Vanderbilt","Schley Ave","One Side",53238.56,2022,2022-06-06,2022-07-22,2022-06-09,2022-07-28,100,"Sidewalks","Karlo Jajliardo","0",782.92,NA,"Existing/None Existing","S Walters St - East Side ( Vanderbilt To Schley Ave )",671.615714813234,2022-06-09,2022-07-28,49
"539","IMP","4","Amberwood Dr","Knoll Krest Dr","Dead End","Both Sides",91846.24,2022,2022-06-20,2022-07-24,2022-06-07,2022-08-29,100,"Sidewalks","Karlo Jajliardo","0",1350.68,NA,"None Existing","Amberwood Dr - Both Sides ( Knoll Krest Dr To Dead End )",1197.6954544263,2022-06-07,2022-08-29,83
"627","IMP","6","CALLAGHAN RD","MILLBANK DR","TOPCROFT DR","One Side",41986.92,2022,2022-08-08,2022-09-30,2022-08-08,2022-08-29,100,"Sidewalks","Oziegbe Oyameda","0",660.63,NA,"None Existing","CALLAGHAN RD - West Side ( MILLBANK DR To TOPCROFT DR )",666.806128949042,2022-08-08,2022-08-29,21
"671","IMP","8","LOCKHILL-SELMA RD","ELM CREEK RD","WURZBACH RD","One Side",64779.5,2022,2022-09-27,2022-11-05,2022-10-03,2022-10-12,100,"Sidewalks","Oziegbe Oyameda","0",1392.59,NA,"None Existing","LOCKHILL-SELMA RD - West Side ( ELM CREEK RD To WURZBACH RD )",1403.50862683679,2022-10-03,2022-10-12,9
"703","IMP","5","S Chupaderas","San Fernando St","Guadalupe St","One Side",16767.44,2022,2022-06-06,2022-07-15,2022-05-24,2022-06-24,100,"Sidewalks","Maitham Humoud","0",246.58,NA,"None Existing","S Chupaderas - East Side ( San Fernando St To Guadalupe St )",296.50685674597,2022-05-24,2022-06-24,31
"708","IMP","5","S Rosillo","W Commerce St","Saunders","Both Sides",72131,2022,2022-03-28,2022-05-13,2022-03-29,2022-04-28,100,"Sidewalks","Maitham Humoud","0",1060.75,NA,"None Existing","S Rosillo - Both Sides ( W Commerce St To Saunders )",964.008304815297,2022-03-29,2022-04-28,30
"714","IMP","2","S Gevers St","Iowa St","Martin Luther King Dr","One Side",21590.68,2022,2022-08-08,2022-08-11,2022-08-08,2022-08-11,100,"Sidewalks","Luis Ocura","0",317.51,NA,"None Existing","S Gevers St - East Side ( Iowa St To Martin Luther King Dr )",283.077775002642,2022-08-08,2022-08-11,3
"740","IMP","2","Rittiman Rd","Woodlake Center","Fm 78","Both Sides",70383.4,2022,2022-07-04,2022-09-30,2022-04-18,2022-05-04,100,"Sidewalks","Luis Ocura","0",1460,NA,"None Existing","Rittiman Rd - Both Sides ( Woodlake Center To Fm 78 )",1035.17371753707,2022-04-18,2022-05-04,16
"781","IMP","9","W BITTERS RD","DOE CREST","HUEBNER RD","Both Sides",137102.35,2022,2023-02-13,2023-05-01,2023-02-15,2023-04-25,100,"Sidewalks","Oziegbe Oyameda","0",1780.55,NA,"None Existing","W BITTERS RD - Both Sides ( DOE CREST To HUEBNER RD )",1773.31759371498,2023-02-15,2023-04-25,69
"806","IMP","3","Chicago Blvd","Devoto Ave","Ih 37 S Access Rd","Both Sides",41761.52,2022,2022-11-16,2023-04-20,2022-11-17,2023-02-23,100,"Sidewalks","Karlo Jajliardo","0",614.14,NA,"Existing/None Existing","Chicago Blvd - Both Sides ( Devoto Ave To Ih 37 S Access Rd )",423.835997290905,2022-11-17,2023-02-23,98
"884","IMP","1","La Manda Blvd","Neer Ave","Buckeye","One Side",34034.68,2022,2022-03-14,2022-09-30,2022-03-14,2022-05-17,100,"Sidewalks","Luis Ocura","0",500.51,NA,"None Existing","La Manda Blvd - South Side ( Neer Ave To Buckeye )",518.201423806518,2022-03-14,2022-05-17,64
"923","IMP","4","Ascot","Kendalia Ave","Rayburn Dr","Both Sides",82350,2022,2022-08-29,2022-09-30,2022-08-01,2022-08-12,100,"Sidewalks","Karlo Jajliardo","0",1509.94,NA,"None Existing","Ascot - Both Sides ( Kendalia Ave To Rayburn Dr )",1466.08276470343,2022-08-01,2022-08-12,11
"940","IMP","9","Coach Rd","Tally Ho","Blanco Rd","One Side",38773.6,2022,2022-07-22,2022-08-17,2022-08-09,2022-08-29,100,"Sidewalks","Oziegbe Oyameda","0",570.2,NA,"None Existing","Coach Rd - North Side ( Tally Ho To Blanco Rd )",430.811932987522,2022-08-09,2022-08-29,20
"956","IMP","10","Hillswind","Kings Pt","Rock Croft Dr","Both Sides",142797.96,2022,2022-02-16,2022-09-30,2022-02-16,2022-04-12,100,"Sidewalks","Oziegbe Oyameda","0",2099.97,NA,"None Existing","Hillswind - Both Sides ( Kings Pt To Rock Croft Dr )",2069.28664367796,2022-02-16,2022-04-12,55
"962","IMP","10","Eisenhauer Rd","Pike Rd","Robin Rest Dr","One Side",57262.12,2022,2022-08-08,2022-09-29,2022-08-08,2022-09-26,100,"Sidewalks","Oziegbe Oyameda","0",842.09,NA,"None Existing","Eisenhauer Rd - South Side ( Pike Rd To Robin Rest Dr )",947.602327329566,2022-08-08,2022-09-26,49
"965","IMP","2","St John","Burnet St","Dawson St","Both Sides",77260.92,2022,2022-05-31,2022-12-16,2022-05-31,2022-08-04,100,"Sidewalks","Luis Ocura","0",1136.19,NA,"None Existing","St John - Both Sides ( Burnet St To Dawson St )",1190.86440649531,2022-05-31,2022-08-04,65
"972","IMP","1","Jackson-keller Rd","South Sea","Grotto Blvd","One Side",95733.8,2022,2022-10-06,2022-11-18,2022-10-10,2022-11-30,100,"Sidewalks","Luis Ocura","0",2027.76,NA,"None Existing","Jackson-keller Rd - North Side ( South Sea To Grotto Blvd )",1320.84586516306,2022-10-10,2022-11-30,51
"1044","IMP","3","GILLETTE BLVD","GARNETT AVE","DEAD END","One Side",163000,2022,2022-08-24,2022-10-28,2022-08-29,2022-11-30,100,"Sidewalks","Karlo Jajliardo","0",2741.72,NA,"Existing/None Existing","GILLETTE BLVD - South Side ( GARNETT AVE To DEAD END )",2667.7588815198,2022-08-29,2022-11-30,93
"1046","IMP","4","Nagel","Gillette Blvd","Harry Dr","One Side",32890.24,2022,2022-09-26,2022-11-18,2022-11-01,2022-11-30,100,"Sidewalks","Karlo Jajliardo","0",483.68,NA,"None Existing","Nagel - West Side ( Gillette Blvd To Harry Dr )",419.784119156144,2022-11-01,2022-11-30,29
"1071","IMP","6","Callaghan Rd","Topcroft Dr","Sandwick Dr","One Side",60703.6,2022,2022-07-01,2022-07-21,2022-07-01,2022-07-21,100,"Sidewalks","Oziegbe Oyameda","0",892.7,NA,"None Existing","Callaghan Rd - West Side ( Topcroft Dr To Sandwick Dr )",953.711620963058,2022-07-01,2022-07-21,20
"1075","IMP","6","Alamo Downs Pkwy","Grandstand Dr","Nw Loop 410 Access Rd","One Side",27149.68,2022,2022-08-04,2022-11-12,2022-08-04,2022-08-08,100,"Sidewalks","Oziegbe Oyameda","0",399.26,NA,"None Existing","Alamo Downs Pkwy - South Side ( Grandstand Dr To Nw Loop 410 Access Rd )",344.42762952923,2022-08-04,2022-08-08,4
"1098","IMP","5","W Commerce St","N San Horacio","S San Manuel","Both Sides",43789.96,2022,2022-08-15,2022-09-30,2022-08-15,2022-08-30,100,"Sidewalks","Maitham Humoud","0",643.97,NA,"None Existing","W Commerce St - Both Sides ( N San Horacio To S San Manuel )",647.707837646823,2022-08-15,2022-08-30,15
"1117","IMP","5","Saunders","Sw 19th St","S Picoso","Both Sides",111350,2022,2022-06-27,2022-07-29,2022-05-02,2022-06-01,100,"Sidewalks","Maitham Humoud","0",1637.5,NA,"Existing/None Existing","Saunders - Both Sides ( Sw 19th St To S Picoso )",1635.62057048233,2022-05-02,2022-06-01,30
"1125","IMP","3","Steves Ave","S Gevers St","Stanfield","One Side",55987.8,2022,2022-10-03,2022-11-04,2022-10-03,2022-11-30,100,"Sidewalks","Karlo Jajliardo","0",823.35,NA,"Existing/None Existing","Steves Ave - South Side ( S Gevers St To Stanfield )",839.078207200749,2022-10-03,2022-11-30,58
"1139","IMP","7","Laddie Place","Babcock Rd","Wilson Blvd","Both Sides",137804.55,2022,2022-03-07,2022-04-01,2022-03-07,2022-04-01,100,"Sidewalks","Maitham Humoud","0",1413.38,NA,"None Existing","Laddie Place - Both Sides ( Babcock Rd To Wilson Blvd )",1392.4241019017,2022-03-07,2022-04-01,25
"1156","IMP","3","SHRINE AVE","BRIAR PLACE","HEMLOCK ST","Both Sides",123422.53,2022,2023-03-06,2023-04-14,2023-03-06,2023-04-07,99,"Sidewalks","Karlo Jajliardo","0",1602.89,NA,"Completed","SHRINE AVE - Both Sides ( BRIAR PLACE To HEMLOCK ST )",1650.09939996728,2023-03-06,2023-04-07,32
"1166","IMP","3","Pecan Valley Dr","Pollydale Dr","Kellis Ave","Both Sides",238000,2022,2022-04-11,2022-06-30,2022-04-11,2022-06-15,100,"Sidewalks","Karlo Jajliardo","0",3443.25,NA,"None Existing","Pecan Valley Dr - Both Sides ( Pollydale Dr To Kellis Ave )",3402.44158603835,2022-04-11,2022-06-15,65
"1173","IMP","7","W Mistletoe","Morning Glory","Germania St","Both Sides",91750.36,2022,2022-03-07,2022-05-13,2022-03-07,2022-04-21,100,"Sidewalks","Maitham Humoud","0",1349.27,NA,"None Existing","W Mistletoe - Both Sides ( Morning Glory To Germania St )",1345.23041809135,2022-03-07,2022-04-21,45
"1241","IMP","1","RIDDLE","DEVINE ST","CALLAGHAN AVE","One Side",32448.28,2022,2022-11-07,2023-01-20,2022-12-19,2023-02-10,100,"Sidewalks","Luis Ocura","0",531.39,NA,"Completed","RIDDLE - South Side ( DEVINE ST To CALLAGHAN AVE )",432.782742093794,2022-12-19,2023-02-10,53
"1245","IMP","6","Viva Max Dr","Davy Crockett Dr","James Bonham Dr","One Side",71929.72,2022,2022-04-04,2022-05-04,2022-04-04,2022-04-12,100,"Sidewalks","Oziegbe Oyameda","0",1057.79,NA,"None Existing","Viva Max Dr - South Side ( Davy Crockett Dr To James Bonham Dr )",1061.13256853824,2022-04-04,2022-04-12,8
"1260","IMP","10","Stathmore","Rock Croft Dr","Cul-de-sac","Both Sides",89475.76,2022,2022-03-30,2022-09-30,2022-03-30,2022-04-22,100,"Sidewalks","Oziegbe Oyameda","0",1315.82,NA,"None Existing","Stathmore - Both Sides ( Rock Croft Dr To Cul-de-sac )",1298.49567881513,2022-03-30,2022-04-22,23
"1269","IMP","10","Channcey Spgs","Parton Ln","Bisquet Pt","One Side",24457.56,2022,2022-10-05,2022-09-29,2022-09-12,2022-09-20,100,"Sidewalks","Oziegbe Oyameda","0",359.67,NA,"None Existing","Channcey Spgs - North Side ( Parton Ln To Bisquet Pt )",382.198796431898,2022-09-12,2022-09-20,8
"1272","IMP","10","Mt Defiance","Burkley Spgs","Burgoyne","One Side",19826.76,2022,2022-09-21,2022-10-15,2022-09-19,2022-09-30,100,"Sidewalks","Oziegbe Oyameda","0",291.57,NA,"None Existing","Mt Defiance - North Side ( Burkley Spgs To Burgoyne )",255.27583341715,2022-09-19,2022-09-30,11
"1304","IMP","6","Timberhill Dr","Grissom Rd","Brookport","One Side",112200,2022,2021-10-25,2022-01-08,2021-10-25,2022-01-08,100,"Sidewalks","Oziegbe Oyameda","0",1831.47,NA,"None Existing","Timberhill Dr - West Side ( Grissom Rd To Brookport )",1836.15642731196,2021-10-25,2022-01-08,75
"1309","IMP","9","Lockhill-selma Rd","Woodyew","City Limits","One Side",110767.24,2022,2022-02-21,2022-04-02,2022-02-21,2022-03-18,100,"Sidewalks","Oziegbe Oyameda","0",1628.93,NA,"None Existing","Lockhill-selma Rd - South Side ( Woodyew To City Limits )",1568.52429650282,2022-02-21,2022-03-18,25
"1311","IMP","7","Medical Dr","Babcock Rd","Lamb Rd","Both Sides",131252.24,2022,2022-11-14,2023-01-20,2022-11-14,2023-01-06,100,"Sidewalks","Maitham Humoud","0",1930.18,NA,"None Existing","Medical Dr - Both Sides ( Babcock Rd To Lamb Rd )",1938.15441432504,2022-11-14,2023-01-06,53
"1333","IMP","9","Brandenburg","Ridgeboro","Brook Holw","Both Sides",149330.72,2022,2022-04-20,2022-08-10,2022-05-02,2022-08-29,100,"Sidewalks","Oziegbe Oyameda","0",2196.04,NA,"None Existing","Brandenburg - Both Sides ( Ridgeboro To Brook Holw )",2274.79338458235,2022-05-02,2022-08-29,119
