ProjectCategory,SMPProjectID,CouncilDistrict,ProjectStreet,StreetFrom,StreetTo,ProjectLimits,FiscalYear,Application,Type_,Force,WeightedPCI,PBaseFail,FieldBasePave,PFlatWork,EstTotalCost,ProjectStatus,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,ProjectManager,Contact,Shape_Length
Preservation,4806,5,Mckay,Mcaskill, DEAD END,Unknown,2021,Fog Seal - City,Preservation,City,93.0,0.0,0.0,0.0,5515.357,Verified,2021-07-05,2021-07-08 00:00:00,2021-06-14,2021-07-01,Sam Sanchez,0,1250.5314931561709
Preservation,4808,10,Fountainwood Dr,Wood Oak,Arrowood,Unknown,2021,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,3286.22,Verified,2020-10-19,2020-10-22 00:00:00,2020-11-10,2020-11-10,Sam Sanchez,0,1135.7947649717676
Preservation,4810,10,La Fuente,El Sonteo,El Marro,Unknown,2021,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,562.73,Verified,2020-10-26,2020-10-29 00:00:00,2020-11-10,2020-11-10,Sam Sanchez,0,301.8690450084707
Preservation,4811,10,LARKBROOK DR,COLEWOOD,EAGLEWOOD DR,Unknown,2020,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,2348.28,Approved 2020,2019-10-21,2019-10-24 00:00:00,2019-10-28,2019-10-28,John Tapia,0,1118.2300291367774
Preservation,4812,05,S Laredo St,Sw 21st St,S Zarzamora,Unknown,2023,Slurry Seal - Contract,Preservation,Contract,92.0,0.0,0.0,0.0,106979.38,Locked,2023-04-03,2023-08-25 00:00:00,2023-07-25,2023-07-25,Daniel Carrion,Louis Guererro: 210-207-6944,3679.3077416502097
Preservation,4815,1_5,W POPLAR ST,NW 24TH ST,NW 19TH ST,Unknown,2019,Slurry Seal - City,Sealant,City,84.0,0.0,0.0,0.0,30228.15,IMP,2019-08-28,2019-08-28 00:00:00,2019-09-03,2019-09-03,Rolando Mata,0,2084.818501131113
Preservation,4818,5,WILMOT,N GENERAL MCMULLEN,MATYEAR ST,Unknown,2020,Crack Seal - City,Preservation,City,90.0,0.0,0.0,0.0,3540.12,Approved 2020,2020-02-17,2020-02-20 00:00:00,2020-01-27,2020-01-27,John Tapia,0,1945.122586061992
Preservation,4819,2,INVICTA DR,CORINNE,GRANTHAM,Unknown,2020,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,2342.22,Verified,2019-12-02,2019-12-05 00:00:00,2019-11-20,2019-11-20,John Tapia,0,1394.1783783266806
Preservation,4820,2,MISSISSIPPI,S CHERRY,DEAD END,Unknown,2019,Slurry Seal - City,Sealant,City,86.0,0.0,0.0,0.0,2952.9,Planned Preservation,2019-07-30,2019-07-30 00:00:00,2019-08-02,2019-08-02,Rolando Mata,0,434.25270640697966
Preservation,4827,1,FULTON AVE,FREDERICKSBURG RD,IH 10 W ACCESS RD,Unknown,2020,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,4347.27,Approved 2020,2019-10-21,2019-10-24 00:00:00,2019-10-31,2019-10-31,John Tapia,0,1965.3070734619969
Preservation,4828,1,E SUMMIT,W SUMMIT _ N MAIN AVE,SHOOK AVE _ PRINCESS PASS,Unknown,2019,Crack Seal - City,Sealant,City,95.0,0.0,0.0,0.0,5152.42,Planned Preservation,2019-03-18,2019-03-22 00:00:00,2019-02-26,2019-02-26,Rolando Mata,0,2260.331440312924
Preservation,4829,1,GAULT LN,NE LOOP 410 ACCESS RD,DEAD END,Unknown,2020,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,5273.71,Approved 2020,2019-10-14,2019-10-17 00:00:00,2019-11-05,2019-11-05,John Tapia,0,2690.6714923652553
Preservation,4830,1,Gillespie,E LULLWOOD AVE,E ROSEWOOD AVE,Unknown,2019,Crack Seal - City,Sealant,City,95.0,0.0,0.0,0.0,766.3,Planned Preservation,2019-04-01,2019-04-05 00:00:00,2019-01-17,2019-01-17,Rolando Mata,0,326.5463243429478
Preservation,4831,1,Grotto Blvd,Oblate,Jackson-keller Rd,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,3825.06,Verified,2020-10-26,2020-10-29 00:00:00,2020-11-03,2020-11-04,Sam Sanchez,0,2192.0662931744646
Preservation,4832,1,HARRIETT DR,EL MONTAN AVE,BASIN,Unknown,2020,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,5877.2,Approved 2020,2019-10-14,2019-10-17 00:00:00,2019-11-04,2019-11-05,John Tapia,0,3229.225362319467
Preservation,4834,1,JUDSON ST,ANNIE,E HILDEBRAND AVE,Unknown,2019,Crack Seal - City,Sealant,City,95.0,0.0,0.0,0.0,1338.89,Planned Preservation,2019-04-01,2019-04-05 00:00:00,2019-01-17,2019-01-17,Rolando Mata,0,622.4181354125024
Preservation,4835,1,Krempkau,N Flores St,Dead End,Unknown,2021,Crack Seal - City,Preservation,City,92.0,0.0,0.0,0.0,775.41,Verified,2020-10-19,2020-10-22 00:00:00,2020-10-14,2020-10-14,JOHN TAPIA,0,703.5035033908366
Preservation,4836,1,MAPLEWOOD LN,EL MONTAN AVE,McCullough Ave,Unknown,2020,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,3679.31,Approved 2020,2019-10-14,2019-10-17 00:00:00,2019-11-04,2019-11-04,John Tapia,0,2021.603864837914
Preservation,4838,01,Millwood Ln,Mccullough Ave,Mertz Dr,Unknown,2024,Crack Seal,Preservation,City,77.0,0.0,0.0,0.0,4818.3,Verified,2024-03-04,2024-03-08 00:00:00,2023-10-18,2023-10-18,Samuel Sanchez,Les Melghem: 210-207-5069,1635.1671813471223
Preservation,4840,6,Bowens Crossing,Laurel Bend,Bowen,Unknown,2021,Slurry Seal - City,Preservation,City,89.0,0.0,0.0,0.0,33183.5,Verified,2021-09-30,2021-09-30 00:00:00,2021-09-30,2021-09-30,Sam Sanchez,0,2343.9178648856805
Preservation,4843,1,N MAIN AVE,RICHMOND AVE,W QUINCY _ E QUINCY,Unknown,2020,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,1576.63,Approved 2020,2019-10-07,2019-10-10 00:00:00,2019-12-12,2019-12-12,John Tapia,0,583.216036493406
Preservation,4844,3,S Olive St,Kayton Ave,Steves Ave,Unknown,2021,Slurry Seal - City,Preservation,City,93.0,0.0,0.0,0.0,18605.67,Verified,2021-08-02,2021-08-06 00:00:00,2021-08-24,2021-08-25,Sam Sanchez,0,2327.1941645452544
Preservation,4845,6,Congo Ln,Herbert Ln,S Callaghan Rd,Unknown,2022,Fog Seal,Preservation,City,89.0,0.0,0.0,0.0,4620.17,Final Selection 2022,2022-06-13,2022-06-17 00:00:00,2022-05-18,2022-05-18,SESC,0,1257.760047468063
Preservation,4846,6,Dabney Ln,Herbert Ln,S Callaghan Rd,Unknown,2022,Fog Seal,Preservation,City,94.0,0.0,0.0,0.0,4631.16,Final Selection 2022,2022-06-13,2022-06-17 00:00:00,2022-05-18,2022-05-18,SESC,0,1260.753102366655
Preservation,4849,5,VERMONT,NOGALITOS ST,IH 35 S ACCESS RD,Unknown,2019,Fog Seal - City,Sealant,City,86.0,0.0,0.0,0.0,20802.69,Planned Preservation,2019-07-19,2019-07-25 00:00:00,2019-07-31,2019-08-01,Rolando Mata,0,5485.456133964364
Preservation,4851,2,GOLDLEAF,SPRING OAK,CUL-DE-SAC,Unknown,2020,Fog Seal - City,Preservation,City,88.0,0.0,0.0,0.0,1181.05,Verified,2020-08-31,2020-09-04 00:00:00,2020-09-01,2020-09-01,Sam Sanchez,0,238.98471515185884
Preservation,4855,05,W Martin St,N General Mcmullen,Nw 26th St,Unknown,2023,Crack Seal - Contract,Preservation,Contract,79.0,0.0,0.0,0.0,12341.22,Locked,2023-11-01,2023-07-28 00:00:00,2023-03-15,2023-03-15,Daniel Carrion,Louis Guererro: 210-207-6944,2897.1918806712274
Preservation,4857,5,DE SOTO ST,BARRETT PLACE,KIRK PLACE,Unknown,2020,Slurry Seal - City,Preservation,City,77.0,0.0,0.0,0.0,5643.82,Verified,2020-07-06,2020-09-30 00:00:00,2020-08-20,2020-08-20,Sam Sanchez,0,622.484807896459
Preservation,4859,5,CHARLOTTE ST,HARRIMAN PLACE,KIRK PLACE,Unknown,2019,Slurry Seal - City,Sealant,City,80.0,0.0,0.0,0.0,2763.18,IMP,2019-06-04,2019-06-04 00:00:00,2019-07-17,2019-07-17,Rolando Mata,0,310.4728421039259
Preservation,4860,5,PHYLLIS ST,TAFT BLVD,W MALONE,Unknown,2019,Slurry Seal - City,Sealant,City,82.0,0.0,0.0,0.0,30829.61,IMP,2019-06-11,2019-06-11 00:00:00,2019-07-18,2019-07-18,Rolando Mata,0,3034.4093541399866
Preservation,4861,5,JENNINGS AVE,S ZARZAMORA,PHYLLIS ST,Unknown,2019,Slurry Seal - City,Sealant,City,83.0,0.0,0.0,0.0,2264.87,IMP,2019-06-05,2019-06-05 00:00:00,2019-07-17,2019-07-17,Rolando Mata,0,219.8886372658745
Preservation,4862,7,Letcombe,Old Tezel Rd,Cul-de-sac,Unknown,2022,Crack Seal,Preservation,City,80.0,0.0,0.0,0.0,1168.93,Final Selection 2022,2022-03-14,2022-03-17 00:00:00,2022-02-07,2022-02-07,SESC,0,337.938806511466
Preservation,4863,7,Croy Hts,Wrexham Hts,Cul-de-sac,Unknown,2021,Slurry Seal - City,Preservation,City,75.0,0.0,0.0,0.0,2784.69,Verified,2021-06-14,2021-06-18 00:00:00,2021-06-08,2021-06-08,Sam Sanchez,0,209.2788838525406
Preservation,4864,01,N Sabinas,Cincinnati Ave,Culebra Rd,Unknown,2024,Crack Seal,Preservation,City,86.0,0.0,0.0,0.0,4928.88,Verified,2024-02-26,2024-03-01 00:00:00,2023-10-23,2023-10-23,Samuel Sanchez,Les Melghem: 210-207-5069,1604.2094153195396
Preservation,4865,7,Wrexham Hts,London Hts,Queen Hts,Unknown,2021,Slurry Seal - City,Preservation,City,77.0,0.0,0.0,0.0,8975.43,Verified,2021-06-14,2021-06-18 00:00:00,2021-06-08,2021-06-09,Sam Sanchez,0,874.2268465837418
Preservation,4866,7,BOUTRY HTS,CUL-DE-SAC,QUEEN HTS,Unknown,2020,Micro Surface - Contract,Preservation,Contract,80.0,0.0,0.0,8.0,14193.37,Verified,2020-05-01,2020-04-01 00:00:00,2020-04-01,2020-04-01,Faustino Benavides,0,401.57055014741553
Preservation,4867,7,Curry Hts,Null Hts,Cul-de-sac,Unknown,2021,Slurry Seal - City,Preservation,City,81.0,0.0,0.0,0.0,11003.62,Verified,2021-06-21,2021-06-25 00:00:00,2021-06-09,2021-06-09,Sam Sanchez,0,1024.8046947558237
Preservation,4869,1,NEER AVE,W HILDEBRAND AVE,W SUMMIT,Unknown,2020,Fog Seal - City,Preservation,City,88.0,0.0,0.0,0.0,9897.18,Verified,2020-09-28,2020-09-30 00:00:00,2020-09-23,2020-09-23,Sam Sanchez,0,2669.1117239819005
Preservation,4871,1,ROUNDS ST,N SAN JACINTO ST,DEAD END,Unknown,2020,Slurry Seal - City,Preservation,City,93.0,0.0,0.0,0.0,980.21,Verified,2020-09-21,2020-09-25 00:00:00,2020-08-12,2020-08-12,Sam Sanchez,0,249.6323821060769
Preservation,4872,1,Sadie St,Labor,Dead End,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,1524.43,Verified,2020-10-12,2020-10-15 00:00:00,2020-10-13,2020-10-13,JOHN TAPIA,0,1229.3773512027467
Preservation,4873,10,BRIARDALE,QUEENS WAY,BELLCREST,Unknown,2020,Slurry Seal - City,Preservation,City,81.0,0.0,0.0,0.0,25906.0,Approved 2021,2020-03-02,2020-04-08 00:00:00,2020-03-31,2020-04-08,Sam Sanchez,0,2917.205741194623
Preservation,4874,10,GRANTILLY,QUEENS WAY,OLD BOND ST,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,3396.32,IMP,2019-04-18,2019-04-25 00:00:00,2019-04-22,2019-05-09,Rolando Mata,0,849.0758019441287
Preservation,4875,10,EXMOOR,GRANTILLY,CUL-DE-SAC,Unknown,2019,Fog Seal - City,Sealant,City,85.0,0.0,0.0,0.0,814.4,IMP,2019-03-04,2019-03-07 00:00:00,2019-04-12,2019-04-12,Rolando Mata,0,246.8201616764581
Preservation,4876,10,OAK CLIMB,BELLCREST,CUL-DE-SAC,Unknown,2019,Fog Seal - City,Sealant,City,88.0,0.0,0.0,0.0,389.4,IMP,2019-03-11,2019-03-14 00:00:00,2019-04-12,2019-04-12,Rolando Mata,0,144.644915678009
Preservation,4877,10,GAYWOOD,BELL DR,CUL-DE-SAC,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,593.2,IMP,2019-03-04,2019-03-07 00:00:00,2019-04-12,2019-04-12,Rolando Mata,0,193.72737952933176
Preservation,4878,10,SMOKEY BEND,CUL-DE-SAC,BELTWAY DR,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,1583.28,IMP,2019-03-18,2019-03-21 00:00:00,2019-04-12,2019-04-12,Rolando Mata,0,440.41648087120313
Preservation,4879,6,Hoovers Bend,Laurel Bend,Grand Bend,Unknown,2022,Fog Seal,Preservation,City,89.0,0.0,0.0,0.0,4644.01,Final Selection 2022,2022-06-13,2022-06-17 00:00:00,2022-05-26,2022-05-26,SESC,0,1298.1348989922278
Preservation,4880,10,DEER TOP,CUL-DE-SAC,BELTWAY DR,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,1663.68,IMP,2019-02-25,2019-02-28 00:00:00,2019-04-12,2019-04-12,Rolando Mata,0,461.5177638813557
Preservation,4881,10,QUAIL MOUNTAIN,CUL-DE-SAC,SCARSDALE,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,466.04,IMP,2019-04-01,2019-04-01 00:00:00,2019-04-12,2019-04-12,Rolando Mata,0,164.66372287537243
Preservation,4883,10,EASTLEY,BROADWAY,SALISBURY DR,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,3932.16,IMP,2019-04-26,2019-05-02 00:00:00,2019-05-13,2019-05-13,Rolando Mata,0,983.0387627415236
Preservation,4884,10,EASTLEY,CHOATE,WESTCHESTER,Unknown,2019,Fog Seal - City,Sealant,City,89.0,0.0,0.0,0.0,4393.08,IMP,2019-04-26,2019-05-02 00:00:00,2019-05-13,2019-05-13,Rolando Mata,0,1098.2703836149717
Preservation,4885,10,MIDDLEBURY DR,SALISBURY DR,NACOGDOCHES RD,Unknown,2019,Fog Seal - City,Sealant,City,89.0,0.0,0.0,0.0,8556.28,IMP,2019-04-26,2019-05-02 00:00:00,2019-04-29,2019-04-29,Rolando Mata,0,2139.069489357885
Preservation,4886,1,W Hollywood Ave,San Pedro Ave,Mccullough Ave,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,3950.52,Verified,2020-10-12,2020-10-15 00:00:00,2020-10-06,2020-10-06,JOHN TAPIA,0,2389.425259869924
Preservation,4887,10,WOODBURY DR,NACOGDOCHES RD,SAGEBRUSH LN,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,1656.4,IMP,2019-04-26,2019-05-02 00:00:00,2019-04-29,2019-05-09,Rolando Mata,0,414.09791331092146
Preservation,4890,6,JESSE ST,SW 40TH ST,SW 36TH ST,Unknown,2020,Fog Seal - City,Preservation,City,86.0,0.0,0.0,0.0,12573.35,Pending 2023,2020-06-08,2020-07-15 00:00:00,2020-07-08,2020-07-14,Sam Sanchez,0,2841.2588480483464
Preservation,4892,6,Jose Ln,Herbert Ln,S Callaghan Rd,Unknown,2022,Slurry Seal,Preservation,City,92.0,0.0,0.0,0.0,10423.23,Final Selection 2022,2022-08-08,2022-08-12 00:00:00,2022-08-17,2022-08-17,SESC,0,1259.515612651026
Preservation,4893,6,Joslyn Ln,Herbert Ln,S Callaghan Rd,Unknown,2022,Fog Seal,Preservation,City,89.0,0.0,0.0,0.0,4622.05,Final Selection 2022,2022-06-20,2022-06-24 00:00:00,2022-05-18,2022-05-18,SESC,0,1258.2656305446835
Preservation,4894,6,Justo Ln,Herbert Ln,S Callaghan Rd,Unknown,2022,Fog Seal,Preservation,City,89.0,0.0,0.0,0.0,4613.78,Final Selection 2022,2022-06-20,2022-06-24 00:00:00,2022-05-18,2022-05-18,SESC,0,1256.0156644986694
Preservation,4895,6,Lansbury,Woodtrail,Weybridge,Unknown,2022,Fog Seal,Preservation,City,89.0,0.0,0.0,0.0,4927.1,Final Selection 2022,2022-06-20,2022-06-24 00:00:00,2022-05-18,2022-05-18,SESC,0,1263.3587599859172
Preservation,4896,10,QUEENS WAY,BRIARDALE,HAY MARKET,Unknown,2019,Fog Seal - City,Sealant,City,85.0,0.0,0.0,0.0,2867.68,IMP,2019-04-18,2019-04-25 00:00:00,2019-04-20,2019-04-20,Rolando Mata,0,716.9164417615973
Preservation,4897,06,Meadow Corner,Meadow Star,Meadow Way,Unknown,2024,Slurry Seal,Preservation,City,87.0,0.0,0.025,0.0,2420.49,Verified,2024-07-01,2024-07-05 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,446.86161013578914
Preservation,4898,6,Meadow Star,Meadow Corner,Meadow Way Dr,Unknown,2022,Fog Seal,Preservation,City,89.0,0.0,0.0,0.0,2676.02,Final Selection 2022,2022-06-20,2022-06-24 00:00:00,2022-06-21,2022-06-21,SESC,0,764.3092882290102
Preservation,4899,10,PRAIRIE FALCON,FALCONS HT,KESTREL LN,Unknown,2019,Fog Seal - City,Sealant,City,86.0,0.0,0.0,0.0,2010.26,IMP,2019-04-26,2019-05-02 00:00:00,2019-04-20,2019-04-20,Rolando Mata,0,609.1740160085571
Preservation,4900,10,MERLIN WAY,PRAIRIE FALCON,FALCONS NEST,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,2479.36,IMP,2019-04-18,2019-04-25 00:00:00,2019-04-19,2019-04-19,Rolando Mata,0,751.3213277106381
Preservation,4901,10,FALCONS NEST,MERLIN WAY,KESTREL LN,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,1138.96,IMP,2019-03-04,2019-03-07 00:00:00,2019-04-12,2019-04-12,Rolando Mata,0,345.13770191138957
Preservation,4902,10,KESTREL LN,PRAIRIE FALCON,FALCONS NEST,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,2680.26,IMP,2019-04-19,2019-04-26 00:00:00,2019-04-19,2019-04-19,Rolando Mata,0,888.4660465524082
Preservation,4904,10,LARKWAY DR,CUL-DE-SAC,LARKMEADOW DR,Unknown,2019,Fog Seal - City,Sealant,City,87.0,0.0,0.0,0.0,2414.84,IMP,2019-04-26,2019-05-02 00:00:00,2019-04-19,2019-04-19,Rolando Mata,0,645.9018707797626
Preservation,4905,10,LARKMEADOW DR,LARKFIELD DR,LARKWAY,Unknown,2019,Fog Seal - City,Sealant,City,88.0,0.0,0.0,0.0,4644.84,IMP,2019-04-26,2019-05-02 00:00:00,2019-05-13,2019-05-13,Rolando Mata,0,1161.209112505357
Preservation,4906,1,Richmond Ave,N St Marys,Dead End,Unknown,2021,Crack Seal - Contract,Preservation,Contract,87.0,0.0,0.0,0.0,2099.83,Verified,2020-10-20,2020-10-20 00:00:00,2020-10-06,2020-10-06,Hector Luna,0,391.5805369424606
Preservation,4907,1,San Pedro Ave,W Elmira St,N Main Ave,Unknown,2022,Crack Seal,Preservation,City,46.0,0.0,0.0,0.0,3644.11,Verification List 2022,2022-03-07,2022-03-10 00:00:00,2022-02-22,2022-02-22,SESC,0,861.5234161435963
Preservation,4910,6,N Ellison Dr,W Loop 1604 N,Westover Hills Blvd,Unknown,2021,Crack Seal - City,Preservation,City,93.0,0.0,0.0,0.0,19436.47,Verified,2021-02-22,2021-02-25 00:00:00,2021-02-02,2021-02-02,Sam Sanchez,0,9916.11443379956
Preservation,4911,1,W Mariposa,San Pedro Ave,Oran,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,3867.47,Verified,2020-10-12,2020-10-15 00:00:00,2020-10-05,2020-10-05,JOHN TAPIA,0,2159.258996443762
Preservation,4912,1,W ROSEWOOD AVE,E ROSEWOOD AVE,DEAD END,Unknown,2020,Crack Seal - City,Preservation,City,92.0,0.0,0.0,0.0,4034.34,Approved 2021,2019-10-01,2019-10-03 00:00:00,2019-11-05,2019-11-05,John Tapia,0,2401.38667640094
Preservation,4915,1,W Wildwood,San Pedro Ave,Oran,Unknown,2021,Crack Seal - City,Preservation,City,92.0,0.0,0.0,0.0,3730.29,Verified,2020-10-04,2020-10-08 00:00:00,2020-10-05,2020-10-05,JOHN TAPIA,0,2005.527466878116
Preservation,4917,1,Woodward,Dwyer Ave,Dead End,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,390.87,Verified,2020-10-04,2020-10-08 00:00:00,2020-10-06,2020-10-06,JOHN TAPIA,0,405.27821564165913
Preservation,4918,01,Ripley Ave,W Mulberry Ave,W Craig Place,Unknown,2024,Slurry Seal,Preservation,City,84.0,0.0,0.0,0.0,9865.88,Verified,2024-09-09,2024-09-13 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1751.3418078924217
Preservation,4919,2,Byrnes,S Vandiver Rd,Harry Wurzbach,Unknown,2021,Crack Seal - City,Preservation,City,92.0,0.0,0.0,0.0,7297.15,Verified,2021-01-04,2021-01-07 00:00:00,2021-01-13,2021-01-20,Sam Sanchez,0,4003.276063283405
Preservation,4920,1,W HUISACHE AVE,RIPLEY AVE,N MAIN AVE,Unknown,2020,Crack Seal - City,Preservation,City,94.0,0.0,0.0,0.0,6068.19,Approved 2020,2019-10-01,2019-10-03 00:00:00,2019-10-21,2019-10-21,John Tapia,0,3334.178362392721
Preservation,4921,2,Castle Lance Dr,Midcrown Dr E,Castle Prince Dr,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,4166.09,Verified,2020-12-04,2020-12-17 00:00:00,2020-12-01,2020-12-01,Sam Sanchez,0,2159.8406396533273
Preservation,4922,2,Castle Run Dr,Castle Knoll,Castle Cross,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,3229.52,Verified,2020-12-04,2020-12-17 00:00:00,2020-12-01,2020-12-01,Sam Sanchez,0,1674.288271327354
Preservation,4923,2,Castle Shield,Midcrown Dr E,Castle Lance Dr,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,2534.33,Verified,2020-12-04,2020-12-17 00:00:00,2020-12-01,2020-12-01,Sam Sanchez,0,1313.883674421185
Preservation,4925,2,Davis Ct,Broadway,N New Braunfels Ave,Unknown,2021,Crack Seal - City,Preservation,City,92.0,0.0,0.0,0.0,1710.94,Verified,2020-12-07,2020-12-10 00:00:00,2020-11-19,2020-11-19,Sam Sanchez,0,887.0139587062536
Preservation,4930,2,Mary Diane Dr,Dellhaven,Semlinger Rd,Unknown,2021,Crack Seal - City,Preservation,City,92.0,0.0,0.0,0.0,3657.66,Verified,2020-11-23,2020-11-26 00:00:00,2020-11-19,2020-11-19,Sam Sanchez,0,1896.2529339295825
Preservation,4931,2,Muncey,Quitman St,Ih 35 N Access Rd,Unknown,2021,Crack Seal - City,Preservation,City,91.0,0.0,0.0,0.0,1818.27,Verified,2020-11-23,2020-11-26 00:00:00,2020-11-19,2020-11-19,Sam Sanchez,0,1256.8680975382922
Preservation,4932,1,MERTZ DR,REXFORD,SPRUCEWOOD,Unknown,2020,Fog Seal - City,Preservation,City,86.0,0.0,0.0,0.0,1260.44,Verified,2020-09-21,2020-09-25 00:00:00,2020-09-15,2020-09-15,Sam Sanchez,0,306.7582943506225
Preservation,4933,1,DENTON,VANCE JACKSON,SCALES,Unknown,2020,Fog Seal - City,Preservation,City,88.0,0.0,0.0,0.0,3226.89,Verified,2020-09-14,2020-09-18 00:00:00,2020-09-16,2020-09-16,Sam Sanchez,0,898.0185832950656
Preservation,4935,1,BENT DR,LATCH DR,PANDA,Unknown,2020,Fog Seal - City,Preservation,City,88.0,0.0,0.0,0.0,4221.97,Verified,2020-09-14,2020-09-18 00:00:00,2020-09-22,2020-09-22,Sam Sanchez,0,1027.5214257519256
Preservation,4936,1,BARBET DR,LATCH DR,FREILING DR,Unknown,2020,Fog Seal - City,Preservation,City,89.0,0.0,0.0,0.0,2361.38,Verified,2020-09-14,2020-09-18 00:00:00,2020-09-16,2020-09-16,Sam Sanchez,0,584.6575621770959
Preservation,4938,1,FREILING DR,PANDA,VANCE JACKSON,Unknown,2020,Fog Seal - City,Preservation,City,85.0,0.0,0.0,0.0,4168.46,Verified,2020-09-14,2020-09-18 00:00:00,2020-09-16,2020-09-23,Sam Sanchez,0,954.6075594474372
Preservation,4939,1,HERMINE BLVD,WEST AVE,DEAD END,Unknown,2020,Fog Seal - City,Preservation,City,86.0,0.0,0.0,0.0,10795.05,Approved 2020,2020-09-21,2020-09-25 00:00:00,2020-09-17,2020-09-17,Sam Sanchez,0,2803.100375249106
Preservation,4940,1,Marlena,Panda,Vance Jackson,Unknown,2021,Slurry Seal - Contract,Preservation,Contract,90.0,0.0,6.0,0.0,18324.02,COVID-19,2021-07-30,2021-07-30 00:00:00,2020-11-23,2020-11-23,Hector Luna,0,1513.7537421682766
Preservation,4941,01,Cherry Ridge Dr,Nw Loop 410 Access Rd,Saxon,Unknown,2023,Crack Seal,Preservation,City,100.0,0.0,0.0,0.0,12104.98,Verified by CoSA,2023-02-20,2023-02-24 00:00:00,2022-12-05,2022-12-05,Samuel Sanchez,Les Melghem: 210-207-5069,4404.4770160718035
Preservation,4942,1,TRUDELL,DEWHURST,VANCE JACKSON,Unknown,2020,Micro Surface - Contract,Preservation,Contract,76.0,0.0,10.0,0.0,115415.17,Verified,2020-05-05,2020-05-13 00:00:00,2020-05-18,2020-05-18,Faustino Benavides,0,2816.0873774687075
Preservation,4943,1,MONTVIEW,ORLAND PARK,JACKSON-KELLER RD,Unknown,2020,Fog Seal - City,Preservation,City,88.0,0.0,0.0,0.0,9709.09,Verified,2020-09-21,2020-09-25 00:00:00,2020-10-05,2020-10-06,Sam Sanchez,0,1798.7194925608032
Preservation,4944,1,DAWNRIDGE,ORLAND PARK,PARKGLEN,Unknown,2020,Fog Seal - City,Preservation,City,73.0,0.0,0.0,0.0,6179.77,Verified,2020-09-14,2020-09-18 00:00:00,2020-09-16,2020-09-16,Sam Sanchez,0,1504.0044104980184
Preservation,4945,1,LAMPOST,ARROYA VISTA DR,NORTHWAY,Unknown,2019,Slurry Seal - Contract,Sealant,Contract,89.0,0.0,0.0,0.0,4986.67,IMP,2019-10-01,2019-11-30 00:00:00,2019-10-15,2019-10-15,Faustino Benavidez,0,1376.8987584443848
Preservation,4946,1,Montview,Arroya Vista Dr,Northway,Unknown,2021,Fog Seal - City,Preservation,City,91.0,0.0,0.0,0.0,5728.05,Verified,2021-05-10,2021-05-13 00:00:00,2021-05-03,2021-05-03,Sam Sanchez,0,1192.2385555204237
Preservation,4947,1,SAN FRANCISCO,WEST AVE,NEER AVE,Unknown,2020,Fog Seal - City,Preservation,City,87.0,0.0,0.0,0.0,6782.83,Verified,2020-09-28,2020-09-30 00:00:00,2020-09-24,2020-09-24,Sam Sanchez,0,1650.7715923585508
Preservation,4948,2,AMBROSIA,DEAD END,FARGO AVE,Unknown,2020,Fog Seal - City,Preservation,City,86.0,0.0,0.0,0.0,3090.01,Verified,2020-08-31,2020-09-04 00:00:00,2020-08-26,2020-08-26,Sam Sanchez,0,784.7656912939328
