SwProjectID,ProjectCategory,CouncilDistrict,ProjectStreet,FromStreet,ToStreet,SideOfStreet,EstTotalCost,FiscalYear,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,PercentComplete,ProjectType,ProjectManager,Contact,ProjectLength,SidewalkInstalledFeet,ProjectStatus,ProjectLimits,Shape_Length
2446,IMP,2,Dunaff,Skelton,E Houston St,West Side,27063.38,2023,2023-01-02,2023-04-24,2023-01-02,2023-01-26,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,342.9,342.9,Completed,Dunaff - West Side ( Skelton To E Houston St ) ,345.7110249393493
2448,IMP,2,Dafoste,E Commerce St,Como,Both Sides,49927.32,2023,2023-04-17,2023-06-30,2023-04-17,2023-06-29,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,708.4,708.4,Completed,Dafoste - Both Sides ( E Commerce St To Como ) ,692.5626886397034
2449,IMP,2,Dafoste,Como,Marmok,West Side,59948.73,2023,2023-04-17,2023-06-30,2023-04-17,2023-06-29,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,850.59,850.59,Completed,Dafoste - West Side ( Como To Marmok ) ,776.5099244946056
2450,IMP,2,Dafoste,Marmok,Nellina,Both Sides,242024.3,2023,2023-04-17,2023-06-30,2023-04-17,2023-06-29,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,3066.51,3066.51,Completed,Dafoste - Both Sides ( Marmok To Nellina ) ,3081.2336240533164
2451,IMP,2,Edna Ave,Honey Blvd,Dafoste,Both Sides,204217.26,2023,2022-12-12,2023-02-20,2022-12-21,2023-01-27,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,2223.62,2223.62,Pending Punchlist,Edna Ave - Both Sides ( Honey Blvd To Dafoste ) ,2153.955015222077
2452,IMP,2,Edna Ave,Gay,Honey Blvd,Both Sides,154187.42,2023,2022-12-12,2023-02-20,2022-12-21,2023-01-27,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1678.87,1678.87,Pending Punchlist,Edna Ave - Both Sides ( Gay To Honey Blvd ) ,1678.8679796740698
2455,IMP,2,Marmok,Hub Ave,Dafoste,Both Sides,188540.17,2023,2023-05-08,2023-07-21,2023-02-01,2023-03-24,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,2052.92,2052.92,Completed,Marmok - Both Sides ( Hub Ave To Dafoste ) ,2052.9230563977667
2479,IMP,2,Amberson,J St,Cul-De-Sac,Both Sides,63966.74,2023,2023-04-24,2023-07-15,2023-04-13,2023-07-21,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,907.6,907.6,Completed,Amberson - Both Sides ( J St To Cul-De-Sac ) ,907.6001418345024
2482,IMP,2,Bible St,Wycliff,Rigsby Ave,Both Sides,96421.09,2023,2023-03-20,2023-05-31,2023-02-24,2023-03-10,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1221.68,1221.68,Completed,Bible St - Both Sides ( Wycliff To Rigsby Ave ) ,1221.679982968588
2496,IMP,2,Tamarak Dr,Noblewood Dr,Rambling,Both Sides,115495.35,2023,2023-02-06,2023-04-03,2023-03-01,2023-04-17,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1638.72,1638.72,Construction,Tamarak Dr - Both Sides ( Noblewood Dr To Rambling ) ,1646.4380778464526
2510,IMP,2,Wild Oak Dr,Yellow Wood,Sand Ledge,Both Sides,258130.04,2023,2022-12-12,2023-02-01,2022-12-21,2023-02-10,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,3662.51,3662.51,Completed,Wild Oak Dr - Both Sides ( Yellow Wood To Sand Ledge ) ,3662.5121417236937
2552,IMP,6,Grissom Rd,Oakfield Way,Timberhill Dr,South Side,261842.17,2023,2022-11-14,2023-03-18,2022-11-28,2023-02-03,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,3715.18,3715.18,Completed,Grissom Rd - South Side ( Oakfield Way To Timberhill Dr ) ,2882.0686063978515
2599,IMP,6,Timber Path,Grissom Rd,Meadow Trace,Both Sides,70929.82,2023,2023-07-16,2023-08-24,2023-07-16,2023-09-29,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,981.5,981.5,Construction,Timber Path - Both Sides ( Grissom Rd To Meadow Trace ) ,981.4999750824512
2636,IMP,5,Potosi St,S Sabinas,S Trinity,North Side,53624.17,2023,2023-09-18,2023-10-15,2023-09-18,2023-10-06,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,658.45,658.45,Pending Punchlist,Potosi St - North Side ( S Sabinas To S Trinity ) ,674.5245200588848
2648,IMP,5,Lenard,Berlin Ave,Wagner Ave,Both Sides,236999.2,2023,2023-08-28,2023-12-10,2023-08-28,2023-09-20,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,2539.64,2539.64,Completed,Lenard - Both Sides ( Berlin Ave To Wagner Ave ) ,2539.639774829022
2702,IMP,4,Manzano Dr,Aragon Dr,Reforma Dr,Both Sides,63330.21,2023,2023-03-27,2023-05-26,2023-03-27,2023-04-24,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,802.41,802.41,Completed,Manzano Dr - Both Sides ( Aragon Dr To Reforma Dr ) ,800.4157648884278
2707,IMP,4,W Villaret Blvd,Strech Ave,Dead End,Both Sides,327538.75,2023,2023-03-06,2023-05-29,2023-03-06,2023-05-16,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,4210.3,4150.0,Completed,W Villaret Blvd - Both Sides ( Strech Ave To Dead End ) ,4182.796569501333
2730,IMP,4,Platte Trail Dr,S Ellison Dr,Churing Dr,Both Sides,102972.66,2023,2023-04-03,2023-07-15,2023-04-03,2023-08-01,100.0,Sidewalks,Ali Gharibi,Keith Schoonmaker: 210-303-4800,1304.69,1304.69,Completed,Platte Trail Dr - Both Sides ( S Ellison Dr To Churing Dr ) ,1255.6310823204494
2754,IMP,4,Maria Isabel Dr,Algo Dulce,Twining Dr,East Side,25493.66,2023,2023-07-15,2023-07-29,2023-05-02,2023-05-18,100.0,Sidewalks,Ali Gharibi,Keith Schoonmaker: 210-303-4800,361.72,361.72,None Existing,Maria Isabel Dr - East Side ( Algo Dulce To Twining Dr ) ,349.07542815114164
2775,IMP,3,Leah Dr,Ashley Rd,Bernard Dr,Both Sides,127456.77,2023,2023-06-05,2023-07-29,2022-12-05,2022-12-22,100.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,1614.91,1614.91,Completed,Leah Dr - Both Sides ( Ashley Rd To Bernard Dr ) ,1614.9060739352535
2811,IMP,3,Anton Dr,Belford,Fairlawn Dr,Both Sides,442031.3,2023,2023-01-23,2023-07-28,2023-01-23,2023-03-10,100.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,5600.65,5600.65,Completed,Anton Dr - Both Sides ( Belford To Fairlawn Dr ) ,5600.648447090465
2849,IMP,4,Hunters Pond,Bigmouth Hook,Sw Loop 410 Access Rd,Both Sides,223329.63,2023,2023-06-05,2023-10-06,2023-08-10,2023-09-29,100.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,3168.74,3168.74,Construction,Hunters Pond - Both Sides ( Bigmouth Hook To Sw Loop 410 Access Rd ) ,3154.298130021053
2850,IMP,7,Globe Ave,Maiden Ln,Hillcrest Dr,Both Sides,205745.71,2023,2023-09-01,2023-10-13,2023-09-27,2023-10-31,100.0,Sidewalks,Emanuel Saldana,Keith Schoonmaker: 210-303-4800,1208.19,1208.19,Construction,Globe Ave - Both Sides ( Maiden Ln To Hillcrest Dr ) ,2420.313439920756
2870,IMP,6,Ascot Park Dr,Culebra Rd,Fairgrounds Pkwy,East Side,109432.04,2023,2023-03-14,2023-05-02,2023-03-14,2023-04-11,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,1552.69,1552.69,Completed,Ascot Park Dr - East Side ( Culebra Rd To Fairgrounds Pkwy ) ,1101.933631677633
2901,IMP,3,Burton,W Formosa Blvd,W Vestal Place,Both Sides,111069.46,2023,2023-01-18,2023-02-27,2023-01-19,2023-02-23,100.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,1209.38,1209.38,Completed,Burton - Both Sides ( W Formosa Blvd To W Vestal Place ) ,1209.3786261810455
2951,IMP,4,Solar Dr,Horal Dr,Tomar Dr,Both Sides,154155.28,2023,2023-03-13,2023-05-19,2023-03-13,2023-05-23,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,1678.52,1678.52,Completed,Solar Dr - Both Sides ( Horal Dr To Tomar Dr ) ,1678.523972966584
3084,SW Repair,4,Rayburn Dr,Barlite Blvd,Mallard St,Both Sides,23255.03,2023,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3857.17,800.0,Completed,Rayburn Dr - Both Sides ( Barlite Blvd To Mallard St ) ,3857.174125390278
3097,SW Repair,5,Persyn St,Sw 21St St,Sw 19Th St,Both Sides,7770.0,2023,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1238.88,202.0,Completed,Persyn St - Both Sides ( Sw 21St St To Sw 19Th St ) ,1238.8847862154294
3123,IMP,3,Rigsby Ave,Elgin Ave,Annie Ave,South Side,85816.21,2023,2024-05-20,2024-06-21,Not Available,Not Available,0.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,934.41,934.41,None Existing,Rigsby Ave - South Side ( Elgin Ave To Annie Ave ) ,1216.593659383679
3124,IMP,2,Rigsby Ave,Foothill,Amanda,North Side,126468.27,2023,2023-03-21,2023-04-28,2023-02-20,2023-03-13,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1377.05,1377.05,Pending Punchlist,Rigsby Ave - North Side ( Foothill To Amanda ) ,1377.0451838274014
3125,IMP,3,Waugh St,Offer,Goliad Rd,North Side,73477.51,2023,2023-03-20,2023-04-15,2023-03-27,2023-06-16,100.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,800.06,800.06,Completed,Waugh St - North Side ( Offer To Goliad Rd ) ,799.1399807458172
3126,IMP,3,Cravens Ave,S Gevers St,Goliad Rd,Both Sides,256980.26,2023,2023-03-27,2023-07-15,2023-04-03,2023-08-04,100.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,2798.13,2798.13,Completed,Cravens Ave - Both Sides ( S Gevers St To Goliad Rd ) ,2786.5960191216204
3127,IMP,4,Five Palms Dr,Running Horse,Rain Dance Dr,North Side,28678.61,2023,2023-08-01,2023-08-15,2023-05-15,2023-06-08,100.0,Sidewalks,Ali Gharibi,Keith Schoonmaker: 210-303-4800,406.91,406.91,Completed,Five Palms Dr - North Side ( Running Horse To Rain Dance Dr ) ,406.9118688027981
3130,IMP,5,Dahlgreen Ave,Ceralvo St,Dead End,Both Sides,259246.87,2023,2023-05-03,2023-08-15,2023-05-03,2023-07-24,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,2822.81,2822.81,Completed,Dahlgreen Ave - Both Sides ( Ceralvo St To Dead End ) ,2836.329093685885
3131,IMP,5,Valencia,Castroville Rd,Dead End,East Side,182306.49,2023,2023-01-09,2023-03-03,2023-01-09,2023-03-21,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,2309.87,2309.87,Completed,Valencia - East Side ( Castroville Rd To Dead End ) ,2318.845933264794
3132,IMP,5,Saltillo St,Romero,Madrid,Both Sides,71472.05,2023,2022-11-28,2022-12-30,2022-11-28,2022-12-21,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,1014.09,1014.09,None Existing,Saltillo St - Both Sides ( Romero To Madrid ) ,985.9997993689078
3133,IMP,5,Arboleda,Castroville Rd,Ceralvo St,Both Sides,194658.77,2023,2023-06-19,2023-10-26,2023-06-19,2023-09-30,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,2761.94,2761.94,Completed,Arboleda - Both Sides ( Castroville Rd To Ceralvo St ) ,3197.0353063000775
3134,IMP,5,Priscilla,Berlin Ave,Wagner Ave,Both Sides,174277.65,2023,2022-11-07,2022-12-30,2022-10-31,2022-12-16,100.0,Sidewalks,Ahmed Al saadi,Keith Schoonmaker: 210-303-4800,2472.76,2472.76,None Existing,Priscilla - Both Sides ( Berlin Ave To Wagner Ave ) ,2566.915289682566
3135,IMP,7,Oxford Trace,Rochelle Rd,Abe Lincoln Rd,North Side,169132.0,2023,2023-05-22,2023-07-28,2023-05-31,2023-09-22,100.0,Sidewalks,Justin Gawlik,Keith Schoonmaker: 210-303-4800,2076.78,2076.78,None Existing,Oxford Trace - North Side ( Rochelle Rd To Abe Lincoln Rd ) ,5018.833870021664
3136,IMP,7,Mary Todd Dr,Abe Lincoln Rd,Rochelle Rd,South Side,163388.65,2023,2022-12-05,2023-02-01,2022-12-05,2023-01-06,100.0,Sidewalks,Justin Gawlik,Keith Schoonmaker: 210-303-4800,2318.26,2318.26,None Existing,Mary Todd Dr - South Side ( Abe Lincoln Rd To Rochelle Rd ) ,2318.2601232727716
3146,IMP,1,Howard St,W Hildebrand Ave,W Lullwood Ave,Both Sides,21848.49,2023,2023-04-03,2023-06-05,2023-04-13,2023-04-28,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,283.58,283.58,Completed,Howard St - Both Sides ( W Hildebrand Ave To W Lullwood Ave ) ,151.3012168018692
3147,IMP,1,Mccullough Ave,E Huisache Ave,E Magnolia Ave,Both Sides,21501.73,2023,2023-05-01,2023-06-30,2023-06-12,2023-06-29,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,305.08,305.08,Construction,Mccullough Ave - Both Sides ( E Huisache Ave To E Magnolia Ave ) ,305.080192631599
3160,IMP,4,Aldrich Dr,Parallel Dr,Springvale Dr,Both Sides,261079.16,2023,2022-12-07,2023-01-30,2022-12-07,2023-02-10,100.0,Sidewalks,Justin Gawlik,Keith Schoonmaker: 210-303-4800,3307.94,3307.94,None Existing,Aldrich Dr - Both Sides ( Parallel Dr To Springvale Dr ) ,3307.941213685611
3161,IMP,4,Clifton Dr,Aldrich Dr,Carousel,Both Sides,101381.26,2023,2023-03-15,2023-04-28,2023-03-15,2023-05-13,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,1103.89,1103.89,Completed,Clifton Dr - Both Sides ( Aldrich Dr To Carousel ) ,1103.8850765695051
3162,IMP,4,Brookshire,Parallel Dr,Cul-De-Sac,Both Sides,9618.59,2023,2023-03-15,2023-04-08,2023-03-15,2023-05-12,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,121.87,121.87,Completed,Brookshire - Both Sides ( Parallel Dr To Cul-De-Sac ) ,495.7245550204635
3163,IMP,4,Bunting,Clifton Dr,Cul-De-Sac,Both Sides,95317.72,2023,2023-03-20,2023-05-31,2023-03-20,2023-05-12,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,1207.7,1207.7,Completed,Bunting - Both Sides ( Clifton Dr To Cul-De-Sac ) ,1207.6991141094177
3164,IMP,4,Burdick,Springvale Dr,Cul-De-Sac,Both Sides,50448.07,2023,2023-03-20,2023-04-28,2023-03-20,2023-04-12,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,639.19,639.19,Completed,Burdick - Both Sides ( Springvale Dr To Cul-De-Sac ) ,639.1859375613637
3166,IMP,4,Carousel,Parallel Dr,Springvale Dr,Both Sides,273427.77,2023,2023-01-23,2023-03-29,2023-01-25,2023-04-12,100.0,Sidewalks,Karlo Jajliardo,Keith Schoonmaker: 210-303-4800,3464.4,3464.4,Completed,Carousel - Both Sides ( Parallel Dr To Springvale Dr ) ,3464.403028701584
3170,IMP,7,E Cheryl Dr,Sutton,Bandera Rd,East Side,215161.5,2023,2023-08-07,2023-09-29,2023-03-20,2023-05-12,100.0,Sidewalks,Justin Gawlik,Keith Schoonmaker: 210-303-4800,3655.32,3887.29,Construction,E Cheryl Dr - East Side ( Sutton To Bandera Rd ) ,3898.580126635982
3211,IMP,4,Galaxy Dr,Kilkenny,Springvale Dr,North Side,104181.0,2023,2023-06-24,2023-08-04,2023-05-25,2023-08-01,100.0,Sidewalks,Ali Gharibi,Keith Schoonmaker: 210-303-4800,1223.54,1320.0,Completed,Galaxy Dr - North Side ( Kilkenny To Springvale Dr ) ,1223.5431308024563
3229,SW Repair,1,Future Dr,Wonder Pkwy,Dead End,Both Sides,123302.09,2023,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1769.04,447.0,Completed,Future Dr - Both Sides ( Wonder Pkwy To Dead End ) ,1769.0379066231512
3230,SW Repair,1,Cherry Ridge Dr,Nw Loop 410 Access Rd,Vance Jackson,Both Sides,254364.57,2023,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,3649.42,676.0,Completed,Cherry Ridge Dr - Both Sides ( Nw Loop 410 Access Rd To Vance Jackson ) ,3649.415953617844
3232,SW Repair,3,Boswell St,W Pyron Ave,Kendalia Ave,Both Sides,109794.23,2023,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,1575.24,29.0,Completed,Boswell St - Both Sides ( W Pyron Ave To Kendalia Ave ) ,1575.24270531413
3235,IMP,10,N New Braunfels Ave,Claywell Rd,Primrose Place,West Side,232051.05,2023,2023-07-01,2023-10-20,2023-08-07,2023-09-29,100.0,Sidewalks,Amir Bahreini,Erick Wildestorm: 210-461-1540,1861.93,1861.93,Construction,N New Braunfels Ave - West Side ( Claywell Rd To Primrose Place ) ,1988.7382092651976
3242,SW Repair,4,Caney Crk,Plum Crk,Mossy Crk,Both Sides,196234.08,2023,Not Available,Not Available,Not Available,Not Available,0.0,Unknown,Unknown,Unknown,2815.41,954.0,Completed,Caney Crk - Both Sides ( Plum Crk To Mossy Crk ) ,2851.47788385903
3243,IMP,7,Southwick,Marshwood,Fairhill,North Side Gap Fill,53000.0,2023,2023-09-01,2023-10-25,2023-09-01,2023-10-31,100.0,Sidewalks,emanuel,Keith Schoonmaker: 210-303-4800,2097.56,2097.56,Construction,Southwick - North Side Gap Fill ( Marshwood To Fairhill ) ,2097.5610689700948
3269,IMP,1,W Euclid Ave,N Flores St,Jackson St,Both Sides,118646.5,2023,2023-07-10,2023-09-30,2023-07-10,2023-08-15,100.0,Sidewalks,Luis Ocura,Erick Wildestorm: 210-461-1540,1826.26,209.0,Completed,W Euclid Ave - Both Sides ( N Flores St To Jackson St ) ,1826.256550362176
3428,IMP,1,Mission St,Stieren,Eagleland Dr,Both Sides,240347.9,2023,2024-02-19,2024-03-15,2024-02-20,2024-03-15,98.0,Sidewalks,Karlo Jajliardo,Erick Wildestorm: 210-461-1540,2442.56,2442.56,Punchlists,Mission St - Both Sides ( Stieren To Eagleland Dr ) ,2442.5605626755646
3544,IMP,9,Churchill Estates Blvd,Blanco Rd,Sir Barton,West Side,117312.69,2023,2024-07-01,2024-09-30,Not Available,Not Available,0.0,Sidewalks,Kevin Guerrero,Erick Wildestorm: 210-461-1540,1440.48,1440.48,Unknown,Churchill Estates Blvd - West Side ( Blanco Rd To Sir Barton ) ,1441.3291286987887
73,IMP,1,W Hollywood Ave,Wood Crossing,Brad,Both Sides,74800.0,2022,2023-02-06,2023-03-20,2023-02-06,2023-03-27,100.0,Sidewalks,Luis Ocura,0,940.0,0.0,Construction,W Hollywood Ave - Both Sides ( Wood Crossing To Brad ) ,887.4292283963781
130,IMP,2,Fairfax,S Hackberry St,S Mesquite St,Both Sides,26681.84,2022,2022-08-01,2022-09-05,2022-08-15,2022-09-16,100.0,Sidewalks,Luis Ocura,0,1040.0,0.0,None Existing,Fairfax - Both Sides ( S Hackberry St To S Mesquite St ) ,846.4033653065203
160,IMP,9,WEST AVE,PATRICIA DR,PINETUM DR,West Side,33001.2,2022,2022-08-01,2022-09-30,2022-08-01,2022-09-20,100.0,Sidewalks,Oziegbe Oyameda,0,270.54,0.0,Existing/None Existing,WEST AVE - West Side ( PATRICIA DR To PINETUM DR ) ,288.623905549053
188,IMP,5,Vanley,Culebra Rd,Admiral Dr,Both Sides,115310.32,2022,2022-03-07,2022-05-13,2022-03-07,2022-03-30,100.0,Sidewalks,Maitham Humoud,0,1182.67,0.0,Existing/None Existing,Vanley - Both Sides ( Culebra Rd To Admiral Dr ) ,1231.4418113927554
202,IMP,3,Offer,E Southcross Blvd,Lyric Ave,North Side,32539.36,2022,2022-10-31,2022-11-30,2022-11-01,2022-11-23,100.0,Sidewalks,Karlo Jajliardo,0,478.52,0.0,None Existing,Offer - North Side ( E Southcross Blvd To Lyric Ave ) ,471.6781943989446
218,IMP,6,Westedge Dr,Cloverfield Ln,Marbach Rd,Both Sides,38872.88,2022,2022-07-25,2022-08-27,2022-07-18,2022-08-08,100.0,Sidewalks,Oziegbe Oyameda,0,571.66,0.0,None Existing,Westedge Dr - Both Sides ( Cloverfield Ln To Marbach Rd ) ,691.7680420842967
236,IMP,5,Clinton St,W Southcross Blvd,Wagner Ave,Both Sides,99079.4,2022,2022-06-15,2022-07-29,2022-06-17,2022-08-22,100.0,Sidewalks,Maitham Humoud,0,1457.05,0.0,None Existing,Clinton St - Both Sides ( W Southcross Blvd To Wagner Ave ) ,1488.560656147643
244,IMP,5,W Harlan Ave,Somerset Rd,S Zarzamora,Both Sides,99273.88,2022,2022-04-11,2022-06-17,2022-04-11,2022-05-24,100.0,Sidewalks,Maitham Humoud,0,1459.91,0.0,None Existing,W Harlan Ave - Both Sides ( Somerset Rd To S Zarzamora ) ,1472.7689666019596
314,IMP,7,W Ashby Place,Bandera Rd,Emory,Both Sides,226567.84,2022,2021-12-13,2022-06-29,2022-01-03,2022-04-19,100.0,Sidewalks,Maitham Humoud,0,3331.88,0.0,Existing/None Existing,W Ashby Place - Both Sides ( Bandera Rd To Emory ) ,3009.779066546974
503,IMP,10,Brees Blvd,Emporia Blvd,Chevy Chase Dr,North Side,158100.0,2022,2022-03-21,2022-09-30,2022-03-21,2022-05-02,100.0,Sidewalks,Oziegbe Oyameda,0,2325.0,0.0,None Existing,Brees Blvd - North Side ( Emporia Blvd To Chevy Chase Dr ) ,2384.505762083271
511,IMP,1,Rancho Blanco Blvd,Capitol,Grant Ave,Both Sides,112508.04,2022,2022-08-29,2022-10-21,2022-08-29,2022-09-30,100.0,Sidewalks,Luis Ocura,0,1654.53,0.0,None Existing,Rancho Blanco Blvd - Both Sides ( Capitol To Grant Ave ) ,1625.9470164761094
512,IMP,2,Ash,Bee St,E Carson,Both Sides,102552.84,2022,2022-06-06,2022-08-31,2022-06-08,2022-06-10,100.0,Sidewalks,Luis Ocura,0,1508.13,0.0,None Existing,Ash - Both Sides ( Bee St To E Carson ) ,1439.0192400496726
517,IMP,3,S Palmetto,Haggin St,Topeka Blvd,Both Sides,73461.08,2022,2022-10-03,2022-11-18,2022-10-10,2022-11-03,100.0,Sidewalks,Karlo Jajliardo,0,1080.31,0.0,Existing/None Existing,S Palmetto - Both Sides ( Haggin St To Topeka Blvd ) ,1087.2249918406085
524,IMP,10,Wenzel Rd,Eagle Run,Toepperwein Rd,South Side,127359.38,2022,2022-08-21,2022-09-29,2022-08-11,2022-09-26,100.0,Sidewalks,Oziegbe Oyameda,0,1306.25,0.0,None Existing,Wenzel Rd - South Side ( Eagle Run To Toepperwein Rd ) ,1299.109523917021
527,IMP,7,Faith Dr,Benrus,Lura Ln,Both Sides,189603.04,2022,2022-05-02,2022-12-21,2022-05-02,2022-08-28,100.0,Sidewalks,Maitham Humoud,0,2788.28,0.0,None Existing,Faith Dr - Both Sides ( Benrus To Lura Ln ) ,2837.2285677103037
529,IMP,7,Bangor St,Hillcrest Dr,Maiden Ln,South Side,78109.56,2022,2022-07-25,2022-09-12,2022-07-22,2022-08-30,100.0,Sidewalks,Maitham Humoud,0,1148.67,0.0,None Existing,Bangor St - South Side ( Hillcrest Dr To Maiden Ln ) ,1163.5163438536715
532,IMP,6,Park Grove,Brownleaf Dr,N Park Bend,Both Sides,112434.6,2022,2022-02-28,2022-09-30,2022-02-28,2022-04-22,100.0,Sidewalks,Oziegbe Oyameda,0,1653.45,0.0,None Existing,Park Grove - Both Sides ( Brownleaf Dr To N Park Bend ) ,1661.8579395812949
538,IMP,3,S Walters St,Vanderbilt,Schley Ave,East Side,53238.56,2022,2022-06-06,2022-07-22,2022-06-09,2022-07-28,100.0,Sidewalks,Karlo Jajliardo,0,782.92,0.0,Existing/None Existing,S Walters St - East Side ( Vanderbilt To Schley Ave ) ,671.6157148132345
539,IMP,4,Amberwood Dr,Knoll Krest Dr,Dead End,Both Sides,91846.24,2022,2022-06-20,2022-07-24,2022-06-07,2022-08-29,100.0,Sidewalks,Karlo Jajliardo,0,1350.68,0.0,None Existing,Amberwood Dr - Both Sides ( Knoll Krest Dr To Dead End ) ,1197.695454426296
627,IMP,6,CALLAGHAN RD,MILLBANK DR,TOPCROFT DR,West Side,41986.92,2022,2022-08-08,2022-09-30,2022-08-08,2022-08-29,100.0,Sidewalks,Oziegbe Oyameda,0,660.63,0.0,None Existing,CALLAGHAN RD - West Side ( MILLBANK DR To TOPCROFT DR ) ,666.8061289490419
671,IMP,8,LOCKHILL-SELMA RD,ELM CREEK RD,WURZBACH RD,West Side,64779.5,2022,2022-09-27,2022-11-05,2022-10-03,2022-10-12,100.0,Sidewalks,Oziegbe Oyameda,0,1392.59,0.0,None Existing,LOCKHILL-SELMA RD - West Side ( ELM CREEK RD To WURZBACH RD ) ,1403.5086268367888
